2.38567, 0.0
2.92546, 0.0
0.403599, 0.0
1.18771, 0.0
2.93304, 0.0
2.92546, 0.0
3.39166, 0.0
2.9645, 0.0
3.35963, 0.0
1.24745, 0.0
1.85527, 0.0
0.917179, 0.0
1.0522, 0.0
1.86038, 0.0
1.01129, 0.0
3.38139, 0.0
1.01129, 0.0
3.32457, 0.0
0.813531, 0.0
0.383765, 0.0
0.813531, 0.0
1.79114, 0.0
3.2303, 0.0
0.618973, 0.0
3.38324, 0.0
3.3452, 0.0
2.72254, 0.0
0.547968, 0.0
3.36284, 0.0
0.569345, 0.0
3.37276, 0.0
3.35105, 0.0
3.38324, 0.0
0.431315, 0.0
3.38139, 0.0
1.18771, 0.0
2.56297, 0.0
2.9645, 0.0
1.24745, 0.0
3.34154, 0.0
3.36284, 0.0
3.36562, 0.0
3.35963, 0.0
3.38253, 0.0
0.68706, 0.0
3.1448, 0.0
1.73735, 0.0
3.3783, 0.0
2.56297, 0.0
3.38253, 0.0
3.38139, 0.0
3.3783, 0.0
1.86038, 0.0
3.38253, 0.0
3.38139, 0.0
3.36178, 0.0
3.33868, 0.0
1.29054, 0.0
3.33868, 0.0
2.53046, 0.0
3.38139, 0.0
3.46525, 0.0
3.33868, 0.0
0.813531, 0.0
3.38139, 0.0
3.1448, 0.0
2.17799, 0.0
3.3783, 0.0
4.22564, 0.0
3.38253, 0.0
3.34371, 0.0
3.33062, 0.0
3.36284, 0.0
3.33062, 0.0
2.93304, 0.0
3.3783, 0.0
3.34549, 0.0
2.7302, 0.0
3.34549, 0.0
2.20002, 0.0
3.34549, 0.0
1.64373, 0.0
3.34549, 0.0
3.21474, 0.0
2.38567, 0.0
0.625391, 0.0
3.3452, 0.0
1.24745, 0.0
1.10604, 0.0
0.431315, 0.0
3.3452, 0.0
0.434465, 0.0
0.403599, 0.0
1.44306, 0.0
2.84125, 0.0
0.431315, 0.0
2.33409, 0.0
0.511995, 0.0
0.936541, 0.0
1.355, 0.0
