Fitness_function	configuration	fitness	sd	avg.Biomass	avg.Yield	endCycle
Yield	-3.0,-0.1,0.0005,0.05,	2.964497	0.0	0.177629	0.077467	322
Yield	-0.1,-3.0,0.0005,0.05,	2.964497	0.0	0.177629	0.077467	322
Yield	-4.0,-0.5,0.02,0.025,	2.933039	0.0	0.311341	0.162382	322
Yield	-10.0,-0.1,0.02,0.025,	2.933039	0.0	0.311341	0.162382	322
Yield	-2.0,-0.5,0.01,0.005,	2.925464	0.0	0.305724	0.1772	322
Yield	-1.0,-3.0,0.01,0.005,	2.925464	0.0	0.305724	0.1772	322
Yield	-7.5,-6.0,0.015,0.015,	2.84125	0.0	0.297302	0.162946	322
Yield	-1.0,-1.0,0.02,0.03,	2.730196	0.0	0.303666	0.154654	322
Yield	-1.0,-0.1,0.025,0.05,	2.722542	0.0	0.317055	0.147595	322
Yield	-6.0,-15.0,0.03,0.1,	2.562969	0.0	0.339562	0.1278	322
Yield	-10.0,-20.0,0.03,0.1,	2.562969	0.0	0.339562	0.1278	322
Yield	-4.0,-15.0,0.015,0.02,	2.530461	0.0	0.281009	0.149966	322
Yield	-4.0,-3.0,0.01,0.01,	2.385672	0.0	0.266831	0.150447	322
Yield	-10.0,-10.0,0.01,0.01,	2.385672	0.0	0.266831	0.150447	322
Yield	-20.0,-4.0,0.015,0.025,	2.334086	0.0	0.270831	0.140714	322
Yield	-20.0,-3.0,0.0005,0.025,	2.200015	0.0	0.153262	0.077853	322
Yield	-7.5,-0.1,0.015,0.03,	2.177991	0.0	0.261902	0.132223	322
Yield	-2.0,-5.0,0.01,0.02,	1.860384	0.0	0.232261	0.123281	322
Yield	-2.0,-0.1,0.01,0.02,	1.860384	0.0	0.232261	0.123281	322
Yield	-6.0,-6.0,0.02,0.1,	1.855267	0.0	0.284477	0.100278	322
Yield	-20.0,-5.0,0.005,0.005,	1.791138	0.0	0.225376	0.131257	322
Yield	-4.0,-1.0,0.01,0.025,	1.737355	0.0	0.225784	0.116285	322
Yield	-5.0,-3.0,0.01,0.03,	1.643727	0.0	0.222261	0.11109	322
Yield	-1.0,-3.0,0.005,0.01,	1.443056	0.0	0.19834	0.111733	322
Yield	-3.0,-15.0,0.0001,0.015,	1.354998	0.0	0.142046	0.077354	322
Yield	-3.0,-20.0,0.005,0.015,	1.290542	0.0	0.188803	0.102873	322
Yield	-7.5,-4.0,0.0001,0.02,	1.247446	0.0	0.146955	0.077299	322
Yield	-15.0,-10.0,0.0001,0.02,	1.247446	0.0	0.146955	0.077299	322
Yield	-0.5,-1.0,0.0001,0.02,	1.247446	0.0	0.146955	0.077299	322
Yield	-2.0,-5.0,0.005,0.02,	1.187708	0.0	0.183058	0.096326	322
Yield	-10.0,-20.0,0.005,0.02,	1.187708	0.0	0.183058	0.096326	322
Yield	-1.0,-6.0,0.02,0.001,	1.106036	0.0	0.2009	0.109681	322
Yield	-3.0,-3.0,0.025,0.001,	1.052201	0.0	0.202395	0.107559	322
Yield	-20.0,-0.5,0.03,0.001,	1.011288	0.0	0.204593	0.105864	322
Yield	-0.5,-0.1,0.03,0.001,	1.011288	0.0	0.204593	0.105864	322
Yield	-3.0,-2.0,0.0001,0.1,	0.936541	0.0	0.226705	0.077146	322
Yield	-1.0,-15.0,0.005,0.0005,	0.917179	0.0	0.173463	0.102362	322
Yield	-5.0,-0.1,0.1,0.001,	0.813531	0.0	0.261512	0.098073	322
Yield	-2.0,-3.0,0.1,0.001,	0.813531	0.0	0.261512	0.098073	322
Yield	-10.0,-0.5,0.1,0.001,	0.813531	0.0	0.261512	0.098073	322
Yield	-6.0,-0.1,0.001,0.005,	0.68706	0.0	0.147229	0.08606	322
Yield	-2.0,-0.5,0.001,0.0005,	0.625391	0.0	0.125759	0.075719	322
Yield	-0.1,-0.5,0.05,0.0005,	0.618973	0.0	0.198262	0.090161	322
Yield	-10.0,-15.0,0.1,0.0005,	0.569345	0.0	0.245013	0.088297	322
Yield	-7.5,-1.0,0.001,0.015,	0.547968	0.0	0.147537	0.080154	322
Yield	-0.5,-2.0,0.0005,0.005,	0.511995	0.0	0.137891	0.080673	322
Yield	-0.5,-1.0,0.0005,0.02,	0.434465	0.0	0.149601	0.078668	322
Yield	-2.0,-3.0,0.0005,0.015,	0.431315	0.0	0.144168	0.078404	322
Yield	-0.5,-0.5,0.0005,0.015,	0.431315	0.0	0.144168	0.078404	322
Yield	-0.5,-0.1,0.0005,0.015,	0.431315	0.0	0.144168	0.078404	322
Yield	-6.0,-0.5,0.02,0.0001,	0.403599	0.0	0.153811	0.08152	322
Yield	-20.0,-3.0,0.02,0.0001,	0.403599	0.0	0.153811	0.08152	322
Yield	-10.0,-5.0,0.05,0.0001,	0.383765	0.0	0.18245	0.080757	322
