1,0.9375,0.9375,0.65,0.35
2,0.4375,0.3125,0.15,0.25
3,0.5625,0.0625,0.15,0.65
4,0.3125,0.5625,0.55,0.35
5,0.5625,0.8125,0.15,0.45
6,0.4375,0.3125,0.35,0.15
7,0.9375,0.9375,0.25,0.45
8,0.1875,0.6875,0.35,0.05
9,0.9375,0.8125,0.55,0.45
10,0.0625,0.6875,0.75,0.85
11,0.5625,0.9375,0.65,0.65
12,0.3125,0.1875,0.85,0.25
13,0.3125,0.0625,0.55,0.85
14,0.4375,0.5625,0.55,0.35
15,0.3125,0.0625,0.15,0.45
16,0.6875,0.5625,0.55,0.85
17,0.5625,0.1875,0.25,0.65
18,0.6875,0.8125,0.25,0.65
19,0.5625,0.1875,0.75,0.65
20,0.9375,0.0625,0.55,0.75
21,0.3125,0.0625,0.05,0.75
22,0.3125,0.3125,0.55,0.95
23,0.3125,0.1875,0.65,0.05
24,0.8125,0.1875,0.15,0.05
25,0.3125,0.1875,0.95,0.05
26,0.9375,0.4375,0.75,0.05
27,0.4375,0.1875,0.65,0.05
28,0.1875,0.5625,0.25,0.75
29,0.5625,0.1875,0.85,0.05
30,0.9375,0.1875,0.85,0.85
31,0.4375,0.1875,0.75,0.05
32,0.5625,0.3125,0.85,0.45
33,0.4375,0.3125,0.95,0.25
34,0.1875,0.4375,0.35,0.25
35,0.3125,0.4375,0.85,0.15
36,0.3125,0.6875,0.95,0.75
37,0.3125,0.3125,0.65,0.05
38,0.1875,0.6875,0.05,0.35
39,0.4375,0.3125,0.65,0.25
40,0.0625,0.5625,0.45,0.75
41,0.4375,0.3125,0.85,0.15
42,0.9375,0.6875,0.65,0.95
43,0.4375,0.4375,0.85,0.05
44,0.6875,0.4375,0.95,0.65
45,0.1875,0.3125,0.05,0.65
46,0.6875,0.4375,0.95,0.05
47,0.4375,0.8125,0.25,0.45
48,0.6875,0.4375,0.95,0.45
49,0.8125,0.9375,0.95,0.85
50,0.9375,0.4375,0.95,0.25
51,0.8125,0.5625,0.25,0.45
52,0.6875,0.4375,0.95,0.75
53,0.4375,0.5625,0.05,0.25
54,0.8125,0.4375,0.95,0.75
55,0.8125,0.9375,0.65,0.95
56,0.9375,0.4375,0.35,0.25
57,0.8125,0.9375,0.55,0.85
58,0.3125,0.5625,0.95,0.35
59,0.9375,0.9375,0.95,0.05
60,0.4375,0.5625,0.85,0.45
61,0.6875,0.9375,0.85,0.85
62,0.1875,0.9375,0.35,0.35
63,0.9375,0.9375,0.25,0.95
64,0.9375,0.1875,0.15,0.75
65,0.9375,0.9375,0.45,0.75
66,0.4375,0.0625,0.85,0.95
67,0.4375,0.9375,0.05,0.75
68,0.4375,0.1875,0.15,0.95
69,0.1875,0.9375,0.45,0.85
70,0.5625,0.1875,0.55,0.95
71,0.9375,0.4375,0.35,0.85
72,0.9375,0.6875,0.15,0.75
73,0.4375,0.1875,0.05,0.95
74,0.5625,0.8125,0.05,0.85
75,0.6875,0.0625,0.85,0.95
76,0.1875,0.0625,0.75,0.75
77,0.8125,0.9375,0.95,0.65
78,0.5625,0.9375,0.25,0.25
79,0.8125,0.9375,0.35,0.65
80,0.1875,0.8125,0.35,0.95
81,0.9375,0.9375,0.65,0.75
82,0.3125,0.8125,0.35,0.55
83,0.9375,0.9375,0.95,0.75
84,0.5625,0.4375,0.05,0.65
85,0.9375,0.9375,0.25,0.65
86,0.4375,0.4375,0.35,0.45
87,0.1875,0.0625,0.05,0.35
88,0.8125,0.9375,0.05,0.25
89,0.5625,0.1875,0.65,0.15
90,0.8125,0.9375,0.05,0.65
91,0.9375,0.5625,0.75,0.55
92,0.8125,0.9375,0.05,0.45
93,0.6875,0.0625,0.45,0.95
94,0.4375,0.5625,0.65,0.75
95,0.4375,0.8125,0.45,0.95
96,0.4375,0.5625,0.55,0.15
97,0.8125,0.3125,0.15,0.95
98,0.6875,0.9375,0.55,0.85
99,0.4375,0.1875,0.65,0.35
100,0.0625,0.4375,0.85,0.35
