Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,0,0.0,SAT,,92.734,
2,2,1,-2.372760981,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.372760981,1,0.0,SAT,,115.376,
3,3,1,-2.3506520345,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3506520345,1,0.0,SAT,,77.991,
4,4,1,-1.7301962244000002,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.7301962244000002,1,0.0,SAT,,133.401,
5,5,1,-1.8247958840999998,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.8247958840999998,1,0.0,SAT,,128.099,
6,6,1,-2.372760981,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.372760981,1,0.0,SAT,,110.054,
7,7,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,1,0.0,SAT,,82.489,
8,8,1,-0.8609056497,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.8609056497,1,0.0,SAT,,129.184,
9,9,1,-2.3453606718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3453606718,1,0.0,SAT,,75.784,
10,10,1,-0.3949741352,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.3949741352,1,0.0,SAT,,128.316,
11,11,1,-1.5629685849000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.5629685849000001,1,0.0,SAT,,137.014,
12,12,1,-2.3872384535,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3872384535,1,0.0,SAT,,118.532,
13,13,1,-2.3743925194,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3743925194,2,0.0,SAT,,97.318,
14,14,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,2,0.0,SAT,,140.168,
15,15,1,-2.3743925194,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3743925194,2,0.0,SAT,,95.315,
16,16,1,-2.3306194425,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3306194425,2,0.0,SAT,,81.016,
17,17,1,-2.3813869677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3813869677,2,0.0,SAT,,82.059,
18,18,1,-2.3346065545,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3346065545,2,0.0,SAT,,120.978,
19,19,1,-2.3813869677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3813869677,2,0.0,SAT,,89.096,
20,20,1,-2.3617820597,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3617820597,2,0.0,SAT,,74.418,
21,21,1,-2.3743925194,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3743925194,2,0.0,SAT,,86.152,
22,22,1,-2.1455672253,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.1455672253,2,0.0,SAT,,124.995,
23,23,1,-2.3872384535,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3872384535,3,0.0,SAT,,117.419,
24,24,1,-2.3342298115,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3342298115,3,0.0,SAT,,75.927,
25,25,1,-2.3872384535,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3872384535,3,0.0,SAT,,104.833,
26,26,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,3,0.0,SAT,,67.917,
27,27,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,3,0.0,SAT,,91.877,
28,28,1,-1.1779907927000002,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.1779907927000002,3,0.0,SAT,,124.926,
29,29,1,-2.3813869677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3813869677,3,0.0,SAT,,87.619,
30,30,1,-2.3452028959,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3452028959,3,0.0,SAT,,64.533,
31,31,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,3,0.0,SAT,,90.766,
32,32,1,-2.3386838547,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3386838547,3,0.0,SAT,,92.615,
33,33,1,-2.372760981,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.372760981,4,0.0,SAT,,107.664,
34,34,1,-1.334085547,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.334085547,4,0.0,SAT,,126.538,
35,35,1,-1.9330386846,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.9330386846,4,0.0,SAT,,123.866,
36,36,1,-1.2889966467999998,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.2889966467999998,4,0.0,SAT,,123.87,
37,37,1,-2.1455672253,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.1455672253,4,0.0,SAT,,122.093,
38,38,1,-0.8609056497,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.8609056497,4,0.0,SAT,,124.59,
39,39,1,-2.372760981,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.372760981,4,0.0,SAT,,100.611,
40,40,1,-0.6437270063,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.6437270063,4,0.0,SAT,,122.259,
41,41,1,-2.372760981,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.372760981,4,0.0,SAT,,98.192,
42,42,1,-2.3628429084,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3628429084,4,0.0,SAT,,63.285,
43,43,1,-2.3245718688,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3245718688,4,0.0,SAT,,113.532,
44,44,1,-2.3656172062,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3656172062,5,0.0,SAT,,67.041,
45,45,1,-1.5304610312000002,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.5304610312000002,5,0.0,SAT,,119.299,
46,46,1,-2.3656172062,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3656172062,5,0.0,SAT,,68.718,
47,47,1,-1.4523893734,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.4523893734,5,0.0,SAT,,121.068,
48,48,1,-2.3656172062,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3656172062,5,0.0,SAT,,69.779,
49,49,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,5,0.0,SAT,,93.68,
50,50,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,5,0.0,SAT,,64.697,
51,51,1,-2.3433304923,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3433304923,5,0.0,SAT,,60.729,
52,52,1,-2.3656172062,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3656172062,5,0.0,SAT,,69.74,
53,53,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,5,0.0,SAT,,6209.038,
54,54,1,-2.3343925451,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3343925451,5,0.0,SAT,,90.559,
55,55,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,6,0.0,SAT,,103.246,
56,56,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,6,0.0,SAT,,65.733,
57,57,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,6,0.0,SAT,,94.023,
58,58,1,-1.7301962244000002,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.7301962244000002,6,0.0,SAT,,128.633,
59,59,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,6,0.0,SAT,,77.957,
60,60,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,6,0.0,SAT,,119.345,
61,61,1,-2.3080680575,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3080680575,6,0.0,SAT,,110.077,
