Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
62,62,1,-0.4898624221000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.4898624221000001,6,0.0,SAT,,119.054,
63,63,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,6,0.0,SAT,,74.318,
64,64,1,-2.3452028959,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3452028959,6,0.0,SAT,,64.58,
65,65,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,6,0.0,SAT,,74.39,
66,66,1,-2.3332039791,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3332039791,7,0.0,SAT,,70.839,
67,67,1,-1.2138223812,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.2138223812,7,0.0,SAT,,119.158,
68,68,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,7,0.0,SAT,,86.016,
69,69,1,-0.4898624221000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.4898624221000001,7,0.0,SAT,,127.072,
70,70,1,-2.3813869677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3813869677,7,0.0,SAT,,75.96,
71,71,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,7,0.0,SAT,,64.033,
72,72,1,-2.3628429084,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3628429084,7,0.0,SAT,,62.354,
73,73,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,7,0.0,SAT,,87.154,
74,74,1,-1.8247958840999998,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.8247958840999998,7,0.0,SAT,,122.154,
75,75,1,-2.3472567755,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3472567755,7,0.0,SAT,,612.394,
76,76,1,-2.2147409444,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2147409444,7,0.0,SAT,,108.655,
77,77,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,8,0.0,SAT,,98.155,
78,78,1,-1.5629685849000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.5629685849000001,8,0.0,SAT,,128.525,
79,79,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,8,0.0,SAT,,107.415,
80,80,1,-0.6734895890999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.6734895890999999,8,0.0,SAT,,128.612,
81,81,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,8,0.0,SAT,,84.762,
82,82,1,-1.0757770542,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.0757770542,8,0.0,SAT,,121.185,
83,83,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,8,0.0,SAT,,76.645,
84,84,1,-2.3825284994,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3825284994,8,0.0,SAT,,104.427,
85,85,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,8,0.0,SAT,,76.996,
86,86,1,-2.3245718688,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3245718688,8,0.0,SAT,,115.507,
87,87,1,-2.2147409444,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2147409444,8,0.0,SAT,,101.395,
88,88,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,9,0.0,SAT,,91.557,
89,89,1,-2.3813869677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3813869677,9,0.0,SAT,,74.987,
90,90,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,9,0.0,SAT,,92.744,
91,91,1,-2.3596280657,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3596280657,9,0.0,SAT,,64.582,
92,92,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,9,0.0,SAT,,92.796,
93,93,1,-2.3472567755,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3472567755,9,0.0,SAT,,66.982,
94,94,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,9,0.0,SAT,,117.072,
95,95,1,-1.4523893734,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.4523893734,9,0.0,SAT,,123.128,
96,96,1,-2.2584147718,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.2584147718,9,0.0,SAT,,248.402,
97,97,1,-2.3781138172,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3781138172,9,0.0,SAT,,131.451,
98,98,1,-2.3080680575,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3080680575,9,0.0,SAT,,199.859,
99,99,1,-2.3945584147,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3945584147,10,0.0,SAT,,165.494,
100,100,1,-0.7373548516999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.7373548516999999,10,0.0,SAT,,31859.34,
