1: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-4', param_4_gly2='-10'
2: param_1_biomass1='0.025', param_2_biomass2='0.02', param_3_gly1='-0.5', param_4_gly2='-9'
3: param_1_biomass1='0.03', param_2_biomass2='0.01', param_3_gly1='-0.5', param_4_gly2='-13'
4: param_1_biomass1='0.02', param_2_biomass2='0.03', param_3_gly1='-3', param_4_gly2='-10'
5: param_1_biomass1='0.03', param_2_biomass2='0.07', param_3_gly1='-0.5', param_4_gly2='-11'
6: param_1_biomass1='0.025', param_2_biomass2='0.02', param_3_gly1='-1.5', param_4_gly2='-8'
7: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-1', param_4_gly2='-11'
8: param_1_biomass1='0.015', param_2_biomass2='0.05', param_3_gly1='-1.5', param_4_gly2='-7'
9: param_1_biomass1='0.1', param_2_biomass2='0.07', param_3_gly1='-3', param_4_gly2='-11'
10: param_1_biomass1='0.01', param_2_biomass2='0.05', param_3_gly1='-4.5', param_4_gly2='-15'
11: param_1_biomass1='0.03', param_2_biomass2='0.1', param_3_gly1='-4', param_4_gly2='-13'
12: param_1_biomass1='0.02', param_2_biomass2='0.015', param_3_gly1='-5', param_4_gly2='-9'
13: param_1_biomass1='0.02', param_2_biomass2='0.01', param_3_gly1='-3', param_4_gly2='-15'
14: param_1_biomass1='0.025', param_2_biomass2='0.03', param_3_gly1='-3', param_4_gly2='-10'
15: param_1_biomass1='0.02', param_2_biomass2='0.01', param_3_gly1='-0.5', param_4_gly2='-11'
16: param_1_biomass1='0.05', param_2_biomass2='0.03', param_3_gly1='-3', param_4_gly2='-15'
17: param_1_biomass1='0.03', param_2_biomass2='0.015', param_3_gly1='-1', param_4_gly2='-13'
18: param_1_biomass1='0.05', param_2_biomass2='0.07', param_3_gly1='-1', param_4_gly2='-13'
19: param_1_biomass1='0.03', param_2_biomass2='0.015', param_3_gly1='-4.5', param_4_gly2='-13'
20: param_1_biomass1='0.1', param_2_biomass2='0.01', param_3_gly1='-3', param_4_gly2='-14'
21: param_1_biomass1='0.02', param_2_biomass2='0.01', param_3_gly1='-0.1', param_4_gly2='-14'
22: param_1_biomass1='0.02', param_2_biomass2='0.02', param_3_gly1='-3', param_4_gly2='-16'
23: param_1_biomass1='0.02', param_2_biomass2='0.015', param_3_gly1='-4', param_4_gly2='-7'
24: param_1_biomass1='0.07', param_2_biomass2='0.015', param_3_gly1='-0.5', param_4_gly2='-7'
25: param_1_biomass1='0.02', param_2_biomass2='0.015', param_3_gly1='-6', param_4_gly2='-7'
26: param_1_biomass1='0.1', param_2_biomass2='0.025', param_3_gly1='-4.5', param_4_gly2='-7'
27: param_1_biomass1='0.025', param_2_biomass2='0.015', param_3_gly1='-4', param_4_gly2='-7'
28: param_1_biomass1='0.015', param_2_biomass2='0.03', param_3_gly1='-1', param_4_gly2='-14'
29: param_1_biomass1='0.03', param_2_biomass2='0.015', param_3_gly1='-5', param_4_gly2='-7'
30: param_1_biomass1='0.1', param_2_biomass2='0.015', param_3_gly1='-5', param_4_gly2='-15'
31: param_1_biomass1='0.025', param_2_biomass2='0.015', param_3_gly1='-4.5', param_4_gly2='-7'
32: param_1_biomass1='0.03', param_2_biomass2='0.02', param_3_gly1='-5', param_4_gly2='-11'
33: param_1_biomass1='0.025', param_2_biomass2='0.02', param_3_gly1='-6', param_4_gly2='-9'
34: param_1_biomass1='0.015', param_2_biomass2='0.025', param_3_gly1='-1.5', param_4_gly2='-9'
35: param_1_biomass1='0.02', param_2_biomass2='0.025', param_3_gly1='-5', param_4_gly2='-8'
36: param_1_biomass1='0.02', param_2_biomass2='0.05', param_3_gly1='-6', param_4_gly2='-14'
37: param_1_biomass1='0.02', param_2_biomass2='0.02', param_3_gly1='-4', param_4_gly2='-7'
38: param_1_biomass1='0.015', param_2_biomass2='0.05', param_3_gly1='-0.1', param_4_gly2='-10'
39: param_1_biomass1='0.025', param_2_biomass2='0.02', param_3_gly1='-4', param_4_gly2='-9'
40: param_1_biomass1='0.01', param_2_biomass2='0.03', param_3_gly1='-2', param_4_gly2='-14'
41: param_1_biomass1='0.025', param_2_biomass2='0.02', param_3_gly1='-5', param_4_gly2='-8'
42: param_1_biomass1='0.1', param_2_biomass2='0.05', param_3_gly1='-4', param_4_gly2='-16'
43: param_1_biomass1='0.025', param_2_biomass2='0.025', param_3_gly1='-5', param_4_gly2='-7'
44: param_1_biomass1='0.05', param_2_biomass2='0.025', param_3_gly1='-6', param_4_gly2='-13'
45: param_1_biomass1='0.015', param_2_biomass2='0.02', param_3_gly1='-0.1', param_4_gly2='-13'
46: param_1_biomass1='0.05', param_2_biomass2='0.025', param_3_gly1='-6', param_4_gly2='-7'
47: param_1_biomass1='0.025', param_2_biomass2='0.07', param_3_gly1='-1', param_4_gly2='-11'
48: param_1_biomass1='0.05', param_2_biomass2='0.025', param_3_gly1='-6', param_4_gly2='-11'
49: param_1_biomass1='0.07', param_2_biomass2='0.1', param_3_gly1='-6', param_4_gly2='-15'
50: param_1_biomass1='0.1', param_2_biomass2='0.025', param_3_gly1='-6', param_4_gly2='-9'
51: param_1_biomass1='0.07', param_2_biomass2='0.03', param_3_gly1='-1', param_4_gly2='-11'
52: param_1_biomass1='0.05', param_2_biomass2='0.025', param_3_gly1='-6', param_4_gly2='-14'
53: param_1_biomass1='0.025', param_2_biomass2='0.03', param_3_gly1='-0.1', param_4_gly2='-9'
54: param_1_biomass1='0.07', param_2_biomass2='0.025', param_3_gly1='-6', param_4_gly2='-14'
55: param_1_biomass1='0.07', param_2_biomass2='0.1', param_3_gly1='-4', param_4_gly2='-16'
56: param_1_biomass1='0.1', param_2_biomass2='0.025', param_3_gly1='-1.5', param_4_gly2='-9'
57: param_1_biomass1='0.07', param_2_biomass2='0.1', param_3_gly1='-3', param_4_gly2='-15'
58: param_1_biomass1='0.02', param_2_biomass2='0.03', param_3_gly1='-6', param_4_gly2='-10'
59: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-6', param_4_gly2='-7'
60: param_1_biomass1='0.025', param_2_biomass2='0.03', param_3_gly1='-5', param_4_gly2='-11'
61: param_1_biomass1='0.05', param_2_biomass2='0.1', param_3_gly1='-5', param_4_gly2='-15'
62: param_1_biomass1='0.015', param_2_biomass2='0.1', param_3_gly1='-1.5', param_4_gly2='-10'
63: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-1', param_4_gly2='-16'
64: param_1_biomass1='0.1', param_2_biomass2='0.015', param_3_gly1='-0.5', param_4_gly2='-14'
65: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-2', param_4_gly2='-14'
66: param_1_biomass1='0.025', param_2_biomass2='0.01', param_3_gly1='-5', param_4_gly2='-16'
67: param_1_biomass1='0.025', param_2_biomass2='0.1', param_3_gly1='-0.1', param_4_gly2='-14'
68: param_1_biomass1='0.025', param_2_biomass2='0.015', param_3_gly1='-0.5', param_4_gly2='-16'
69: param_1_biomass1='0.015', param_2_biomass2='0.1', param_3_gly1='-2', param_4_gly2='-15'
70: param_1_biomass1='0.03', param_2_biomass2='0.015', param_3_gly1='-3', param_4_gly2='-16'
71: param_1_biomass1='0.1', param_2_biomass2='0.025', param_3_gly1='-1.5', param_4_gly2='-15'
72: param_1_biomass1='0.1', param_2_biomass2='0.05', param_3_gly1='-0.5', param_4_gly2='-14'
73: param_1_biomass1='0.025', param_2_biomass2='0.015', param_3_gly1='-0.1', param_4_gly2='-16'
74: param_1_biomass1='0.03', param_2_biomass2='0.07', param_3_gly1='-0.1', param_4_gly2='-15'
75: param_1_biomass1='0.05', param_2_biomass2='0.01', param_3_gly1='-5', param_4_gly2='-16'
76: param_1_biomass1='0.015', param_2_biomass2='0.01', param_3_gly1='-4.5', param_4_gly2='-14'
77: param_1_biomass1='0.07', param_2_biomass2='0.1', param_3_gly1='-6', param_4_gly2='-13'
78: param_1_biomass1='0.03', param_2_biomass2='0.1', param_3_gly1='-1', param_4_gly2='-9'
79: param_1_biomass1='0.07', param_2_biomass2='0.1', param_3_gly1='-1.5', param_4_gly2='-13'
80: param_1_biomass1='0.015', param_2_biomass2='0.07', param_3_gly1='-1.5', param_4_gly2='-16'
81: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-4', param_4_gly2='-14'
82: param_1_biomass1='0.02', param_2_biomass2='0.07', param_3_gly1='-1.5', param_4_gly2='-12'
83: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-6', param_4_gly2='-14'
84: param_1_biomass1='0.03', param_2_biomass2='0.025', param_3_gly1='-0.1', param_4_gly2='-13'
85: param_1_biomass1='0.1', param_2_biomass2='0.1', param_3_gly1='-1', param_4_gly2='-13'
86: param_1_biomass1='0.025', param_2_biomass2='0.025', param_3_gly1='-1.5', param_4_gly2='-11'
