Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-2.3916551032,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3916551032,0,0.0,SAT,,87.531,
2,2,1,-2.3832396166,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3832396166,1,0.0,SAT,,104.141,
3,3,1,-2.3617820597,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3617820597,1,0.0,SAT,,76.386,
4,4,1,-2.3346065545,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3346065545,1,0.0,SAT,,119.97,
5,5,1,-2.3142035677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3142035677,1,0.0,SAT,,100.007,
6,6,1,-2.3975158079,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3975158079,1,0.0,SAT,,74.601,
7,7,1,-2.3622509237,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3622509237,1,0.0,SAT,,70.303,
8,8,1,-1.2138223812,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.2138223812,1,0.0,SAT,,122.477,
9,9,1,-2.3846760879,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3846760879,1,0.0,SAT,,70.757,
10,10,1,-0.10845878679999998,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.10845878679999998,1,0.0,SAT,,124.324,
11,11,1,-2.4052793178,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4052793178,1,0.0,SAT,,89.979,
12,12,1,-2.3472567755,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3472567755,1,0.0,SAT,,68.16,
13,13,1,-2.3846760879,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3846760879,2,0.0,SAT,,70.593,
14,14,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,2,0.0,SAT,,93.574,
15,15,1,-2.3693787334,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3693787334,2,0.0,SAT,,62.523,
16,16,1,-2.3464048898,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3464048898,2,0.0,SAT,,64.8,
17,17,1,-2.4052793178,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4052793178,2,0.0,SAT,,106.605,
18,18,1,-2.3958121899,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3958121899,2,0.0,SAT,,96.015,
19,19,1,-2.3622509237,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3622509237,2,0.0,SAT,,71.891,
20,20,1,-2.3614454431,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3614454431,2,0.0,SAT,,67.316,
21,21,1,-2.3494196324,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3494196324,2,0.0,SAT,,82.607,
22,22,1,-2.3832396166,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3832396166,2,0.0,SAT,,111.093,
23,23,1,-2.3142035677,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3142035677,3,0.0,SAT,,106.08,
24,24,1,-2.3342389922,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3342389922,3,0.0,SAT,,67.767,
25,25,1,-2.3195620757,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3195620757,3,0.0,SAT,,113.815,
26,26,1,-2.3600368349,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3600368349,3,0.0,SAT,,102.531,
27,27,1,-2.3195620757,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3195620757,3,0.0,SAT,,157.988,
28,28,1,-1.4523893734,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.4523893734,3,0.0,SAT,,205.221,
29,29,1,-2.4052793178,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4052793178,3,0.0,SAT,,143.615,
30,30,1,-2.3614454431,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3614454431,3,0.0,SAT,,106.355,
31,31,1,-2.4052793178,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4052793178,3,0.0,SAT,,145.102,
32,32,1,-2.3628429084,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3628429084,3,0.0,SAT,,112.237,
33,33,1,-2.4052793178,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4052793178,4,0.0,SAT,,144.515,
34,34,1,-1.4523893734,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.4523893734,4,0.0,SAT,,198.515,
35,35,1,-2.4052793178,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4052793178,4,0.0,SAT,,142.991,
36,36,1,-2.3080680575,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3080680575,4,0.0,SAT,,186.159,
37,37,1,-2.3958121899,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3958121899,4,0.0,SAT,,142.938,
38,38,1,-1.2138223812,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.2138223812,4,0.0,SAT,,204.203,
39,39,1,-2.4052793178,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4052793178,4,0.0,SAT,,35561.977,
40,40,1,-0.10845878679999998,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.10845878679999998,4,0.0,SAT,,198.278,
41,41,1,-2.3958121899,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3958121899,4,0.0,SAT,,188.924,
42,42,1,-2.357415043,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.357415043,4,0.0,SAT,,141.408,
43,43,1,-2.3958121899,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3958121899,4,0.0,SAT,,172.145,
44,44,1,0.01757353682999996,0,1.7976931348623157E308,-1,0.0,0.0,1,0.01757353682999996,5,0.0,SAT,,3457.909,
45,45,1,-1.7225419954999999,0,1.7976931348623157E308,-1,0.0,0.0,1,-1.7225419954999999,5,0.0,SAT,,188.57,
46,46,1,-0.03602456920000008,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.03602456920000008,5,0.0,SAT,,175.198,
47,47,1,-2.3038969534,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3038969534,5,0.0,SAT,,173.781,
48,48,1,-0.03602456920000008,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.03602456920000008,5,0.0,SAT,,191.073,
49,49,1,-2.3984772767,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3984772767,5,0.0,SAT,,102.457,
50,50,1,-0.9814160268000001,0,1.7976931348623157E308,-1,0.0,0.0,1,-0.9814160268000001,5,0.0,SAT,,170.482,
