Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
25,25,1,-2.396832848,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.396832848,3,0.0,SAT,,91.506,
26,26,1,-2.3939123769,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3939123769,3,0.0,SAT,,79.324,
27,27,1,-2.396832848,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.396832848,3,0.0,SAT,,72.023,
28,28,1,-2.4035093479,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4035093479,3,0.0,SAT,,90.117,
29,29,1,-2.3518993685,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3518993685,3,0.0,SAT,,67.274,
30,30,1,-2.3628429084,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3628429084,3,0.0,SAT,,71.441,
31,31,1,-2.396832848,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.396832848,3,0.0,SAT,,71.112,
32,32,1,-2.3999528226,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3999528226,3,0.0,SAT,,76.772,
33,33,1,-2.4186031276,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4186031276,4,0.0,SAT,,76.951,
34,34,1,-2.3576275884,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3576275884,4,0.0,SAT,,108.479,
35,35,1,-2.3973119098,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3973119098,4,0.0,SAT,,93.311,
36,36,1,-2.3788173557,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3788173557,4,0.0,SAT,,100.851,
37,37,1,-2.3999528226,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3999528226,4,0.0,SAT,,78.212,
38,38,1,-2.3162391973,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3162391973,4,0.0,SAT,,111.607,
39,39,1,-2.419960454,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.419960454,4,0.0,SAT,,77.904,
40,40,1,-2.3162391973,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3162391973,4,0.0,SAT,,116.844,
41,41,1,-2.3999528226,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3999528226,4,0.0,SAT,,79.677,
42,42,1,-2.3797372766,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3797372766,4,0.0,SAT,,89.228,
43,43,1,-2.419960454,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.419960454,4,0.0,SAT,,83.601,
44,44,1,-2.3975158079,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3975158079,5,0.0,SAT,,90.276,
45,45,1,-2.4109872041,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4109872041,5,0.0,SAT,,105.794,
46,46,1,-2.396832848,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.396832848,5,0.0,SAT,,85.048,
47,47,1,-2.3824230822,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3824230822,5,0.0,SAT,,90.281,
48,48,1,-2.3973119098,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3973119098,5,0.0,SAT,,86.75,
49,49,1,-2.3975158079,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3975158079,5,0.0,SAT,,79.791,
50,50,1,-2.419960454,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.419960454,5,0.0,SAT,,81.108,
51,51,1,-2.396832848,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.396832848,5,0.0,SAT,,75.438,
52,52,1,-2.3824230822,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3824230822,5,0.0,SAT,,94.192,
53,53,1,-2.3975158079,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3975158079,5,0.0,SAT,,79.797,
54,54,1,-2.3346065545,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3346065545,5,0.0,SAT,,117.608,
55,55,1,-2.4035093479,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4035093479,6,0.0,SAT,,95.329,
56,56,1,-2.3939123769,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3939123769,6,0.0,SAT,,81.13,
57,57,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,6,0.0,SAT,,87.446,
58,58,1,-2.4035093479,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4035093479,6,0.0,SAT,,93.366,
59,59,1,-2.4035093479,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4035093479,6,0.0,SAT,,94.295,
60,60,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,6,0.0,SAT,,101.491,
61,61,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,6,0.0,SAT,,92.253,
62,62,1,-2.3080680575,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3080680575,6,0.0,SAT,,124.256,
63,63,1,-2.4035093479,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4035093479,6,0.0,SAT,,99.827,
64,64,1,-2.3628429084,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3628429084,6,0.0,SAT,,72.159,
65,65,1,-2.419960454,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.419960454,6,0.0,SAT,,81.914,
66,66,1,-2.345443666,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.345443666,7,0.0,SAT,,86.489,
67,67,1,-2.4125199971,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4125199971,7,0.0,SAT,,98.308,
68,68,1,-2.345443666,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.345443666,7,0.0,SAT,,94.401,
69,69,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,7,0.0,SAT,,110.122,
70,70,1,-2.345443666,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.345443666,7,0.0,SAT,,84.185,
71,71,1,-2.3939123769,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3939123769,7,0.0,SAT,,79.97,
72,72,1,-2.3797372766,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3797372766,7,0.0,SAT,,81.874,
73,73,1,-2.3824230822,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3824230822,7,0.0,SAT,,108.708,
74,74,1,-2.3832396166,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3832396166,7,0.0,SAT,,113.959,
75,75,1,-2.345443666,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.345443666,7,0.0,SAT,,95.597,
76,76,1,-2.3832396166,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3832396166,7,0.0,SAT,,105.739,
77,77,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,8,0.0,SAT,,101.649,
78,78,1,-2.3973119098,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3973119098,8,0.0,SAT,,96.266,
79,79,1,-2.419960454,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.419960454,8,0.0,SAT,,87.811,
80,80,1,-2.3162391973,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3162391973,8,0.0,SAT,,119.008,
81,81,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,8,0.0,SAT,,84.545,
82,82,1,-2.3992628366,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3992628366,8,0.0,SAT,,101.59,
83,83,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,8,0.0,SAT,,84.418,
84,84,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,8,0.0,SAT,,89.076,
85,85,1,-2.419960454,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.419960454,8,0.0,SAT,,82.374,
86,86,1,-2.3975158079,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3975158079,8,0.0,SAT,,85.404,
87,87,1,-2.3939123769,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3939123769,8,0.0,SAT,,83.812,
88,88,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,9,0.0,SAT,,87.578,
89,89,1,-2.345443666,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.345443666,9,0.0,SAT,,89.957,
90,90,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,9,0.0,SAT,,86.422,
91,91,1,-2.3939123769,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3939123769,9,0.0,SAT,,83.762,
92,92,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,9,0.0,SAT,,91.616,
93,93,1,-2.3518993685,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3518993685,9,0.0,SAT,,72.908,
94,94,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,9,0.0,SAT,,90.331,
95,95,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,9,0.0,SAT,,87.234,
96,96,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,9,0.0,SAT,,83.585,
97,97,1,-2.3824230822,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3824230822,9,0.0,SAT,,99.632,
98,98,1,-2.4325066818,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4325066818,9,0.0,SAT,,91.792,
99,99,1,-2.4109872041,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.4109872041,10,0.0,SAT,,84.504,
100,100,1,-2.3576275884,0,1.7976931348623157E308,-1,0.0,0.0,1,-2.3576275884,10,0.0,SAT,,107.476,
