1,0.9,0.9,0.3888888888888889,0.9375
2,0.3,0.3,0.16666666666666666,0.3125
3,0.5,0.1,0.16666666666666666,0.6875
4,0.3,0.5,0.5,0.3125
5,0.5,0.7,0.16666666666666666,0.4375
6,0.5,0.3,0.3888888888888889,0.1875
7,0.9,0.9,0.16666666666666666,0.4375
8,0.1,0.7,0.3888888888888889,0.0625
9,0.9,0.9,0.6111111111111112,0.4375
10,0.1,0.7,0.7222222222222222,0.9375
11,0.5,0.9,0.6111111111111112,0.5625
12,0.3,0.1,0.8333333333333334,0.1875
13,0.3,0.5,0.5,0.0625
14,0.5,0.5,0.6111111111111112,0.3125
15,0.3,0.9,0.5,0.0625
16,0.7,0.5,0.5,0.8125
17,0.3,0.7,0.2777777777777778,0.1875
18,0.7,0.7,0.2777777777777778,0.6875
19,0.9,0.1,0.5,0.8125
20,0.3,0.5,0.9444444444444444,0.0625
21,0.3,0.3,0.5,0.9375
22,0.3,0.3,0.8333333333333334,0.1875
23,0.7,0.1,0.7222222222222222,0.5625
24,0.9,0.1,0.16666666666666666,0.0625
25,0.5,0.1,0.7222222222222222,0.9375
26,0.9,0.5,0.7222222222222222,0.0625
27,0.5,0.1,0.5,0.6875
28,0.3,0.5,0.2777777777777778,0.6875
29,0.7,0.1,0.6111111111111112,0.5625
30,0.9,0.1,0.8333333333333334,0.8125
31,0.5,0.1,0.5,0.8125
32,0.7,0.3,0.8333333333333334,0.4375
33,0.7,0.7,0.7222222222222222,0.8125
34,0.1,0.5,0.3888888888888889,0.3125
35,0.7,0.9,0.6111111111111112,0.9375
36,0.3,0.7,0.9444444444444444,0.8125
37,0.7,0.3,0.7222222222222222,0.3125
38,0.1,0.7,0.05555555555555555,0.3125
39,0.7,0.5,0.7222222222222222,0.3125
40,0.1,0.7,0.5,0.6875
41,0.7,0.3,0.8333333333333334,0.5625
42,0.9,0.7,0.6111111111111112,0.9375
43,0.7,0.5,0.6111111111111112,0.1875
44,0.3,0.1,0.05555555555555555,0.6875
45,0.3,0.3,0.05555555555555555,0.6875
46,0.5,0.1,0.05555555555555555,0.9375
47,0.5,0.7,0.2777777777777778,0.4375
48,0.7,0.9,0.9444444444444444,0.8125
49,0.3,0.1,0.05555555555555555,0.9375
50,0.7,0.5,0.2777777777777778,0.4375
51,0.5,0.1,0.05555555555555555,0.8125
52,0.5,0.7,0.05555555555555555,0.3125
53,0.3,0.1,0.05555555555555555,0.8125
54,0.1,0.3,0.9444444444444444,0.6875
55,0.3,0.5,0.3888888888888889,0.8125
56,0.9,0.5,0.3888888888888889,0.3125
57,0.5,0.5,0.3888888888888889,0.4375
58,0.3,0.5,0.9444444444444444,0.3125
59,0.3,0.5,0.3888888888888889,0.4375
60,0.5,0.5,0.8333333333333334,0.4375
61,0.5,0.5,0.3888888888888889,0.3125
62,0.1,0.9,0.2777777777777778,0.3125
63,0.3,0.5,0.3888888888888889,0.9375
64,0.9,0.1,0.16666666666666666,0.8125
65,0.7,0.5,0.3888888888888889,0.6875
66,0.5,0.3,0.9444444444444444,0.8125
67,0.5,0.9,0.05555555555555555,0.6875
68,0.5,0.3,0.9444444444444444,0.4375
69,0.3,0.9,0.5,0.8125
70,0.5,0.3,0.9444444444444444,0.6875
71,0.9,0.5,0.2777777777777778,0.8125
72,0.9,0.7,0.16666666666666666,0.6875
73,0.5,0.7,0.05555555555555555,0.8125
74,0.1,0.1,0.7222222222222222,0.8125
75,0.5,0.3,0.9444444444444444,0.3125
76,0.1,0.1,0.05555555555555555,0.9375
77,0.5,0.5,0.9444444444444444,0.9375
78,0.7,0.9,0.16666666666666666,0.1875
79,0.7,0.5,0.9444444444444444,0.4375
80,0.1,0.7,0.3888888888888889,0.9375
81,0.5,0.5,0.9444444444444444,0.5625
82,0.3,0.9,0.3888888888888889,0.5625
83,0.5,0.5,0.9444444444444444,0.3125
84,0.5,0.5,0.05555555555555555,0.6875
85,0.7,0.5,0.9444444444444444,0.8125
86,0.3,0.1,0.05555555555555555,0.3125
87,0.9,0.5,0.7222222222222222,0.8125
88,0.5,0.5,0.05555555555555555,0.0625
89,0.5,0.3,0.6111111111111112,0.1875
90,0.5,0.5,0.5,0.0625
91,0.9,0.5,0.7222222222222222,0.5625
92,0.5,0.5,0.16666666666666666,0.0625
93,0.7,0.1,0.3888888888888889,0.9375
94,0.5,0.5,0.7222222222222222,0.0625
95,0.5,0.5,0.6111111111111112,0.6875
96,0.5,0.5,0.2777777777777778,0.0625
97,0.5,0.7,0.5,0.9375
98,0.5,0.5,0.8333333333333334,0.0625
99,0.3,0.3,0.9444444444444444,0.1875
100,0.1,0.5,0.8333333333333334,0.3125
