1,3.38324
2,3.37276
3,3.35065
4,2.7302
5,2.8248
6,3.37276
7,3.39166
8,1.86091
9,3.34536
10,1.39497
11,2.56297
12,3.38724
13,3.37439
14,3.25841
15,3.34154
16,3.33062
17,3.38139
18,3.33461
19,3.35246
20,3.36178
21,3.33423
22,3.14557
23,3.36938
24,3.33423
25,3.33439
26,3.36938
27,3.36562
28,2.17799
29,3.36938
30,3.3452
31,3.33439
32,3.33868
33,3.37439
34,2.33409
35,3.38724
36,2.289
37,2.93304
38,1.86091
39,2.93304
40,1.64373
41,3.37439
42,3.36284
43,2.93304
44,3.39456
45,2.53046
46,3.37276
47,2.45239
48,3.39926
49,3.3332
50,3.34333
51,3.25841
52,3.3332
53,2.84125
54,3.34536
55,3.39456
56,3.36938
57,3.39456
58,2.7302
59,3.39456
60,3.25841
61,3.39456
62,1.48986
63,3.39456
64,3.3452
65,3.39456
66,3.39166
67,2.21382
68,3.33461
69,1.48986
70,3.34536
71,3.36938
72,3.41099
73,3.36284
74,3.30807
75,2.8248
76,3.39166
77,3.39456
78,2.56297
79,3.39456
80,1.67349
81,3.39456
82,2.07578
83,3.38253
84,3.32457
85,3.39456
86,3.21474
87,3.39456
88,1.73735
89,3.38139
90,1.73735
91,3.35963
92,1.86038
93,3.34726
94,3.21474
95,3.25841
96,3.21474
97,2.45239
98,1.73735
99,3.38724
100,1.73735
