biomass1	biomass2	gly1	gly2	fitness
0.1	0.1	-1	-15	3.39166		
0.07	0.07	-0.8	-11	3.41099		
0.08	0.05	-0.8	-14	3.39683		
0.07	0.08	-1.1	-11	3.40351		
0.08	0.09	-0.8	-12	3.38242		
0.08	0.07	-1	-10.5	3.34544		
0.1	0.1	-0.8	-12	3.39166		
0.05	0.09	-1	-10	3.31624		
0.1	0.1	-1.2	-12	3.39166		
0.05	0.09	-1.3	-15	3.31624		
0.08	0.1	-1.2	-13	3.41252		
0.07	0.05	-1.4	-10.5	3.39752		
0.07	0.08	-1.1	-10	3.40351		
0.08	0.08	-1.2	-11	3.43251		
0.07	0.1	-1.1	-10	3.39926		
0.09	0.08	-1.1	-14.5	3.41996		
0.07	0.09	-0.09	-10.5	3.37882		
0.09	0.09	-0.09	-14	3.4186		
0.1	0.05	-1.1	-14.5	3.36284		
0.07	0.08	-1.5	-10	3.40351		
0.07	0.07	-1.1	-15	3.41099		
0.07	0.07	-1.4	-10.5	3.41099		
0.09	0.05	-1.3	-13	3.3519		
0.1	0.05	-0.8	-10	3.36284		
0.08	0.05	-1.3	-15	3.39683		
0.1	0.08	-1.3	-10	3.39391		
0.08	0.05	-1.1	-14	3.39683		
0.07	0.08	-0.09	-14	3.40351		
0.09	0.05	-1.2	-13	3.3519		
0.1	0.05	-1.4	-14.5	3.36284		
0.08	0.05	-1.1	-14.5	3.39683		
0.09	0.07	-1.4	-12	3.39995		
0.09	0.09	-1.3	-14.5	3.4186		
0.05	0.08	-1	-11	3.35763		
0.09	0.1	-1.2	-15	3.39731		
0.07	0.09	-1.5	-14.5	3.37882		
0.09	0.07	-1.3	-11	3.39995		
0.05	0.09	-0.7	-11	3.31624		
0.09	0.08	-1.3	-11	3.41996		
0.05	0.09	-1.1	-14	3.31624		
0.09	0.07	-1.4	-13	3.39995		
0.1	0.09	-1.2	-15	3.37974		
0.09	0.08	-1.2	-10.5	3.41996		
0.07	0.05	-0.7	-14	3.39752		
0.07	0.07	-0.7	-14	3.41099		
0.08	0.05	-0.7	-15	3.39683		
0.08	0.09	-0.09	-12	3.38242		
0.09	0.1	-1.5	-14.5	3.39731		
0.07	0.05	-0.7	-15	3.39752		
0.09	0.08	-0.09	-12	3.41996		
0.08	0.05	-0.7	-14.5	3.39683		
0.08	0.09	-0.7	-11	3.38242		
0.07	0.05	-0.7	-14.5	3.39752		
0.05	0.07	-1.5	-14	3.33461		
0.07	0.08	-1	-14.5	3.40351		
0.1	0.08	-1	-11	3.39391		
0.08	0.08	-1	-12	3.43251		
0.07	0.08	-1.5	-11	3.40351		
0.07	0.08	-1	-12	3.40351		
0.08	0.08	-1.4	-12	3.43251		
0.08	0.08	-1	-11	3.43251		
0.05	0.1	-0.09	-11	3.30807		
0.07	0.08	-1	-15	3.40351		
0.1	0.05	-0.8	-14.5	3.36284		
0.09	0.08	-1	-14	3.41996		
0.08	0.07	-1.5	-14.5	3.34544		
0.08	0.1	-0.7	-14	3.41252		
0.08	0.07	-1.5	-12	3.34544		
0.07	0.1	-1.1	-14.5	3.39926		
0.08	0.07	-1.5	-14	3.34544		
0.1	0.08	-0.09	-14.5	3.39391		
0.1	0.09	-0.8	-14	3.37974		
0.08	0.09	-0.7	-14.5	3.38242		
0.05	0.05	-1.3	-14.5	3.38324		
0.08	0.07	-1.5	-11	3.34544		
0.05	0.05	-0.7	-15	3.38324		
0.08	0.08	-1.5	-15	3.43251		
0.09	0.1	-0.8	-10.5	3.39731		
0.09	0.08	-1.5	-12	3.41996		
0.05	0.09	-1	-15	3.31624		
0.08	0.08	-1.5	-13	3.43251		
0.07	0.1	-1	-13	3.39926		
0.08	0.08	-1.5	-11	3.43251		
0.08	0.08	-0.7	-14	3.43251		
0.09	0.08	-1.5	-14.5	3.41996		
0.07	0.05	-0.7	-11	3.39752		
0.1	0.08	-1.3	-14.5	3.39391		
0.08	0.08	-0.7	-10	3.43251		
0.08	0.07	-1.2	-10.5	3.34544		
0.08	0.08	-1.1	-10	3.43251		
0.1	0.08	-1.3	-13	3.39391		
0.08	0.08	-0.8	-10	3.43251		
0.09	0.05	-1	-15	3.3519		
0.08	0.08	-1.3	-10	3.43251		
0.08	0.08	-1.2	-14	3.43251		
0.08	0.08	-0.09	-10	3.43251		
0.08	0.09	-1.1	-15	3.38242		
0.08	0.08	-1.4	-10	3.43251		
0.07	0.07	-1.5	-10.5	3.41099		
0.05	0.08	-1.4	-11	3.35763		
