1,3.39166
2,3.41099
3,3.39683
4,3.40351
5,3.38242
6,3.34544
7,3.39166
8,3.31624
9,3.39166
10,3.31624
11,3.41252
12,3.39752
13,3.40351
14,3.43251
15,3.39926
16,3.41996
17,3.37882
18,3.4186
19,3.36284
20,3.40351
21,3.41099
22,3.41099
23,3.3519
24,3.36284
25,3.39683
26,3.39391
27,3.39683
28,3.40351
29,3.3519
30,3.36284
31,3.39683
32,3.39995
33,3.4186
34,3.35763
35,3.39731
36,3.37882
37,3.39995
38,3.31624
39,3.41996
40,3.31624
41,3.39995
42,3.37974
43,3.41996
44,3.39752
45,3.41099
46,3.39683
47,3.38242
48,3.39731
49,3.39752
50,3.41996
51,3.39683
52,3.38242
53,3.39752
54,3.33461
55,3.40351
56,3.39391
57,3.43251
58,3.40351
59,3.40351
60,3.43251
61,3.43251
62,3.30807
63,3.40351
64,3.36284
65,3.41996
66,3.34544
67,3.41252
68,3.34544
69,3.39926
70,3.34544
71,3.39391
72,3.37974
73,3.38242
74,3.38324
75,3.34544
76,3.38324
77,3.43251
78,3.39731
79,3.41996
80,3.31624
81,3.43251
82,3.39926
83,3.43251
84,3.43251
85,3.41996
86,3.39752
87,3.39391
88,3.43251
89,3.34544
90,3.43251
91,3.39391
92,3.43251
93,3.3519
94,3.43251
95,3.43251
96,3.43251
97,3.38242
98,3.43251
99,3.41099
100,3.35763
