cycle	plasticDegradationEstrategy3-dPCA_10	defaultModel-3-consumoSeparado_10
0.0	0.001	0.1
1.0	0.0010128526918	0.10126542568
2.0	0.0010258705752	0.10255374682
3.0	0.0010390557736	0.10385837203
4.0	0.0010524104371	0.10517959476
5.0	0.0010659367441	0.10651762619
6.0	0.0010796369006	0.10787268018
7.0	0.0010935131409	0.1092449733
8.0	0.0011075677282	0.11063472489
9.0	0.0011218029549	0.11204215705
10.0	0.0011362211425	0.11346749475
11.0	0.0011508246426	0.11491096578
12.0	0.001165615837	0.11637280085
13.0	0.0011805971381	0.11785323362
14.0	0.0011957709892	0.11935250069
15.0	0.0012111398652	0.12087084168
16.0	0.0012267062726	0.12240849929
17.0	0.0012424727502	0.12396571926
18.0	0.0012584418695	0.12554275048
19.0	0.001274616235	0.12713984502
20.0	0.0012909984846	0.12875725814
21.0	0.0013075912902	0.13039524834
22.0	0.001324397358	0.13205407744
23.0	0.0013414194291	0.13373401055
24.0	0.0013586602795	0.13543531619
25.0	0.0013761227213	0.13715826628
26.0	0.0013938096025	0.1389031362
27.0	0.0014117238077	0.14067020483
28.0	0.0014298682587	0.14245975461
29.0	0.0014482459147	0.14427207156
30.0	0.0014668597731	0.14610744535
31.0	0.0014857128696	0.14796616934
32.0	0.0015048082792	0.14984854061
33.0	0.0015241491162	0.15175486001
34.0	0.001543738535	0.15368543226
35.0	0.0015635797306	0.15564056591
36.0	0.001583675939	0.15762057345
37.0	0.0016040304377	0.15962577138
38.0	0.0016246465465	0.16165648017
39.0	0.0016455276278	0.16371302441
40.0	0.0016666770872	0.1657957328
41.0	0.0016880983741	0.16790493824
42.0	0.0017097949822	0.17004097785
43.0	0.0017317704501	0.17220419303
44.0	0.001754028362	0.17439492956
45.0	0.0017765723479	0.17661353758
46.0	0.0017994060847	0.17886037172
47.0	0.0018225332965	0.18113579108
48.0	0.0018459577552	0.18344015938
49.0	0.0018696832813	0.18577384492
50.0	0.0018937137442	0.18813722072
51.0	0.0019180530633	0.19053066454
52.0	0.0019427052081	0.19295455893
53.0	0.0019676741994	0.19540929132
54.0	0.0019929641094	0.19789525407
