1,3.39166
2,3.38324
3,3.36178
4,3.33461
5,3.3142
6,3.39752
7,3.36225
8,2.21382
9,3.38468
10,1.10846
11,3.40528
12,3.34726
13,3.38468
14,3.39926
15,3.36938
16,3.3464
17,3.40528
18,3.39581
19,3.36225
20,3.36145
21,3.34942
22,3.38324
23,3.3142
24,3.33424
25,3.31956
26,3.36004
27,3.31956
28,2.45239
29,3.40528
30,3.36145
31,3.40528
32,3.36284
33,3.40528
34,2.45239
35,3.40528
36,3.30807
37,3.39581
38,2.21382
39,3.40528
40,1.10846
41,3.39581
42,3.35742
43,3.39581
44,0.982426
45,2.72254
46,1.03602
47,3.3039
48,1.03602
49,3.39848
50,1.98142
