cycle	plasticDegradationEstrategy3-dPCA_10	defaultModel-3-consumoSeparado_10
0.0	0.07	0.07
1.0	0.070899688425	0.070885797973
2.0	0.071810940267	0.071984771051
3.0	0.072733904149	0.073030834792
4.0	0.0736687306	0.074161924736
5.0	0.074615572089	0.075135994238
6.0	0.075574583039	0.076300859941
7.0	0.076545919861	0.077358026278
8.0	0.077529740976	0.078557341102
9.0	0.07852620684	0.079607238271
10.0	0.079535479973	0.080841423597
11.0	0.080557724983	0.081899566149
12.0	0.081593108592	0.083169290423
13.0	0.082641799668	0.084299674941
14.0	0.083703969247	0.085606609135
15.0	0.084779790565	0.08672399909
16.0	0.085869439082	0.088068518627
17.0	0.086973092516	0.089257213767
18.0	0.088090930867	0.090641006823
19.0	0.08922313645	0.091823195793
20.0	0.090369893922	0.093246770374
21.0	0.091531390315	0.094489312583
22.0	0.092707815062	0.095954221121
23.0	0.093899360035	0.097202985856
24.0	0.095106219568	0.098709965641
25.0	0.096328590494	0.10002072076
26.0	0.097566672177	0.1015713851
27.0	0.098820666542	0.10289209898
28.0	0.10009077811	0.10448727953
29.0	0.10137721403	0.10585270853
30.0	0.10268018412	0.10749378869
31.0	0.10399990088	0.10889215815
32.0	0.10533657955	0.11058036021
33.0	0.10669043814	0.11201763964
34.0	0.10806169745	0.11375429738
35.0	0.10945058114	0.11522608976
36.0	0.11085731573	0.11701248949
37.0	0.11228213064	0.11852543159
38.0	0.11372525826	0.12036298244
39.0	0.11518693395	0.12192132062
40.0	0.11666739611	0.1238115194
41.0	0.11816688619	0.12563259918
42.0	0.11968564876	0.12756079013
43.0	0.12122393151	0.12949890469
44.0	0.12278198534	0.13148664116
45.0	0.12436006435	0.13348399158
46.0	0.12595842593	0.13553291466
47.0	0.12757733075	0.13759151019
48.0	0.12921704286	0.13970329085
49.0	0.13087782969	0.14182521729
50.0	0.13255996209	0.14400156814
51.0	0.13426371443	0.14618897858
52.0	0.13598936457	0.1484316671
53.0	0.13773719396	0.15068677203
54.0	0.13950748766	0.15299763405
55.0	0.1413005344	0.15532269171
56.0	0.14282406292	0.15694636139
57.0	0.14268123886	0.15849359127
58.0	0.14253855762	0.16005607426
59.0	0.14239601906	0.16163396073
60.0	0.14225362304	0.16322740254
61.0	0.14211136942	0.16483655303
62.0	0.14196925805	0.16507891622
63.0	0.14182728879	0.16670631956
64.0	0.1416854615	0.16834976638
65.0	0.14154377604	0.17000941485
66.0	0.14140223226	0.1716854247
67.0	0.14126083003	0.17171904157
68.0	0.1411195692	0.17341190549
69.0	0.14097844963	0.17512145823
70.0	0.14083747118	0.17684786431
71.0	0.14069663371	0.17803732779
72.0	0.14055593708	0.17979247949
73.0	0.14041538114	0.17968131434
74.0	0.14027496576	0.18145267301
75.0	0.14013469079	0.18324149433
76.0	0.1399945561	0.18504795045
77.0	0.13985456155	0.18521355772
78.0	0.13971470699	0.18703945511
79.0	0.13957499228	0.1888833528
80.0	0.13943541729	0.18949885632
81.0	0.13929598187	0.19136699961
82.0	0.13915668589	0.19246152092
83.0	0.1390175292	0.19429853558
84.0	0.13887851167	0.19420495536
85.0	0.13873963316	0.19611949296
86.0	0.13860089353	0.19805290471
87.0	0.13846229263	0.19841123708
88.0	0.13832383034	0.20036724161
89.0	0.13818550651	0.20156080426
90.0	0.138047321	0.20302103271
91.0	0.13790927368	0.20389160319
92.0	0.13777136441	0.20590163502
93.0	0.13763359304	0.20574467446
94.0	0.13749595945	0.20777297448
95.0	0.13735846349	0.20959391733
96.0	0.13722110503	0.20976411554
97.0	0.13708388392	0.21183204056
98.0	0.13694680004	0.21279631205
99.0	0.13680985324	0.21456663561
100.0	0.13667304339	0.21487555634
101.0	0.13653637034	0.21699387166
102.0	0.13639983397	0.21747711531
103.0	0.13626343414	0.21962107767
