cycle	plasticDegradationEstrategy3-dPCA	defaultModel-3
176.0	0.15805246476	0.11791657628
177.0	0.15789441229	0.11907903745
178.0	0.15773651788	0.12025295855
179.0	0.15757878136	0.12143845255
180.0	0.15742120258	0.12263563355
181.0	0.15726378138	0.12384461677
182.0	0.1571065176	0.12506551855
183.0	0.15694941108	0.12629845638
184.0	0.15679246167	0.12754354894
185.0	0.15663566921	0.12880091603
186.0	0.15647903354	0.13007067867
187.0	0.1563225545	0.13135295905
188.0	0.15616623195	0.13264788058
189.0	0.15601006572	0.13395556789
190.0	0.15585405565	0.13527614681
191.0	0.1556982016	0.13660974445
192.0	0.15554250339	0.13795648914
193.0	0.15538696089	0.13931651049
194.0	0.15523157393	0.14068993938
195.0	0.15507634236	0.142076908
196.0	0.15492126601	0.14347754982
197.0	0.15476634475	0.14489199964
198.0	0.1546115784	0.14632039358
199.0	0.15445696682	0.1477628691
200.0	0.15430250986	0.14921956504
201.0	0.15414820735	0.15069062157
202.0	0.15399405914	0.15217618026
203.0	0.15384006508	0.1536763841
204.0	0.15368622502	0.15519137745
205.0	0.15353253879	0.15672130611
206.0	0.15337900625	0.15826631732
207.0	0.15322562725	0.15982655976
208.0	0.15307240162	0.16140218361
209.0	0.15291932922	0.16299334048
210.0	0.15276640989	0.16460018351
211.0	0.15261364348	0.16622286733
212.0	0.15246102983	0.16786154812
213.0	0.1523085688	0.16951638357
214.0	0.15215626024	0.17118753295
215.0	0.15200410398	0.17287515707
216.0	0.15185209987	0.17457941837
217.0	0.15170024777	0.17630048084
218.0	0.15154854752	0.17803851012
219.0	0.15139699898	0.17979367348
220.0	0.15124560198	0.18156613982
221.0	0.15109435638	0.18335607974
222.0	0.15094326202	0.18516366548
223.0	0.15079231876	0.18698907101
224.0	0.15064152644	0.188832472
225.0	0.15049088491	0.19069404586
226.0	0.15034039403	0.19257397173
227.0	0.15019005363	0.19447243055
228.0	0.15003986358	0.19638960501
229.0	0.14988982372	0.19832567961
230.0	0.14973993389	0.20028084069
231.0	0.14959019396	0.20225527641
232.0	0.14944060376	0.20424917677
233.0	0.14929116316	0.20626273368
234.0	0.149141872	0.2082961409
235.0	0.14899273012	0.21034959413
236.0	0.14884373739	0.21242329099
237.0	0.14869489366	0.21451743106
238.0	0.14854619876	0.21663221585
239.0	0.14839765257	0.21876784891
240.0	0.14824925491	0.22092453575
241.0	0.14810100566	0.22310248394
242.0	0.14795290465	0.22530190307
243.0	0.14780495175	0.22752300481
244.0	0.1476571468	0.22976600292
245.0	0.14750948965	0.23203111325
246.0	0.14736198016	0.2343185538
247.0	0.14721461818	0.23662854471
248.0	0.14706740356	0.23896130829
249.0	0.14692033616	0.24131706903
250.0	0.14677341582	0.24219148803
251.0	0.14662664241	0.24194929654
252.0	0.14648001576	0.24170734724
253.0	0.14633353575	0.24146563989
254.0	0.14618720221	0.24122417425
255.0	0.14604101501	0.24098295008
256.0	0.14589497399	0.24074196713
257.0	0.14574907902	0.24050122516
258.0	0.14560332994	0.24026072394
259.0	0.14545772661	0.24002046321
260.0	0.14531226888	0.23978044275
261.0	0.14516695662	0.23954066231
262.0	0.14502178966	0.23930112165
263.0	0.14487676787	0.23906182052
264.0	0.1447318911	0.2388227587
265.0	0.14458715921	0.23858393595
266.0	0.14444257205	0.23834535201
267.0	0.14429812948	0.23810700666
268.0	0.14415383135	0.23786889965
269.0	0.14400967752	0.23763103075
270.0	0.14386566784	0.23739339972
271.0	0.14372180217	0.23715600632
272.0	0.14357808037	0.23691885031
273.0	0.14343450229	0.23668193146
274.0	0.14329106779	0.23644524953
275.0	0.14314777672	0.23620880428
276.0	0.14300462894	0.23597259548
277.0	0.14286162431	0.23573662288
278.0	0.14271876269	0.23550088626
279.0	0.14257604393	0.23526538537
280.0	0.14243346788	0.23503011999
281.0	0.14229103442	0.23479508987
282.0	0.14214874338	0.23456029478
283.0	0.14200659464	0.23432573448
284.0	0.14186458804	0.23409140875
285.0	0.14172272346	0.23385731734
286.0	0.14158100073	0.23362346002
287.0	0.14143941973	0.23338983656
288.0	0.14129798031	0.23315644673
289.0	0.14115668233	0.23292329028
290.0	0.14101552565	0.23269036699
291.0	0.14087451012	0.23245767662
292.0	0.14073363561	0.23222521895
293.0	0.14059290198	0.23199299373
294.0	0.14045230908	0.23176100073
295.0	0.14031185677	0.23152923973
296.0	0.14017154491	0.23129771049
297.0	0.14003137336	0.23106641278
298.0	0.13989134199	0.23083534637
299.0	0.13975145065	0.23060451102
300.0	0.1396116992	0.23037390651
301.0	0.1394720875	0.23014353261
302.0	0.13933261541	0.22991338907
303.0	0.1391932828	0.22968347568
304.0	0.13905408951	0.22945379221
305.0	0.13891503542	0.22922433842
306.0	0.13877612039	0.22899511408
307.0	0.13863734427	0.22876611896
308.0	0.13849870692	0.22853735284
309.0	0.13836020822	0.22830881549
310.0	0.13822184801	0.22808050668
311.0	0.13808362616	0.22785242617
312.0	0.13794554253	0.22762457374
313.0	0.13780759699	0.22739694917
314.0	0.1376697894	0.22716955222
315.0	0.13753211961	0.22694238267
316.0	0.13739458749	0.22671544029
317.0	0.1372571929	0.22648872485
318.0	0.13711993571	0.22626223612
319.0	0.13698281577	0.22603597388
320.0	0.13684583295	0.22580993791
321.0	0.13670898712	0.22558412797
322.0	0.13657227813	0.22535854384
