metabolite	cycle	x	y	conc_mmol
C80aPHA_e	28	1	1	0.035841798928
ca2_e	28	1	1	99.99994254
cbl1_e	28	1	1	0.001
cl_e	28	1	1	999.99994254
co2_e	28	1	1	1.1635694098
cobalt2_e	28	1	1	999.9999617
cu2_e	28	1	1	999.9999617
fe2_e	28	1	1	999.9998003
glycol_e	28	1	1	9.368871095
h2o_e	28	1	1	1001.7264585
h_e	28	1	1	999.94148346
k_e	28	1	1	999.99784478
mg2_e	28	1	1	999.99990422
mn2_e	28	1	1	1000.0
mobd_e	28	1	1	999.9999617
na1_e	28	1	1	999.99995211
nh4_e	28	1	1	999.85549969
ni2_e	28	1	1	999.9999617
o2_e	28	1	1	998.67911289
pi_e	28	1	1	999.98726486
so4_e	28	1	1	999.99750135
tpha_e	28	1	1	9.9056865833
zn2_e	28	1	1	999.9999617
34dhbz_e	29	1	1	0.00031208666909
C80aPHA_e	29	1	1	0.038195386728
ca2_e	29	1	1	99.999939871
cbl1_e	29	1	1	0.001
cl_e	29	1	1	999.99993987
co2_e	29	1	1	1.2225633635
cobalt2_e	29	1	1	999.99995992
cu2_e	29	1	1	999.99995992
fe2_e	29	1	1	999.99979103
glycol_e	29	1	1	9.3442426835
h2o_e	29	1	1	1001.7962322
h_e	29	1	1	999.93586102
k_e	29	1	1	999.99774466
mg2_e	29	1	1	999.99989978
mn2_e	29	1	1	1000.0
mobd_e	29	1	1	999.99995992
na1_e	29	1	1	999.99994989
nh4_e	29	1	1	999.84878717
ni2_e	29	1	1	999.99995992
o2_e	29	1	1	998.61828788
pi_e	29	1	1	999.98667327
so4_e	29	1	1	999.99738528
tpha_e	29	1	1	9.901222308
zn2_e	29	1	1	999.99995992
34dhbz_e	30	1	1	0.0010155082467
C80aPHA_e	30	1	1	0.039747211514
ca2_e	30	1	1	99.999937165
cbl1_e	30	1	1	0.001
cl_e	30	1	1	999.99993717
co2_e	30	1	1	1.2762981342
cobalt2_e	30	1	1	999.99995812
cu2_e	30	1	1	999.99995812
fe2_e	30	1	1	999.99978163
glycol_e	30	1	1	9.3140745424
h2o_e	30	1	1	1001.8784746
h_e	30	1	1	999.93344139
k_e	30	1	1	999.99764318
mg2_e	30	1	1	999.99989527
mn2_e	30	1	1	1000.0
mobd_e	30	1	1	999.99995812
na1_e	30	1	1	999.99994763
nh4_e	30	1	1	999.84198326
ni2_e	30	1	1	999.99995812
o2_e	30	1	1	998.55635522
pi_e	30	1	1	999.98607363
so4_e	30	1	1	999.99726763
tpha_e	30	1	1	9.8966662239
zn2_e	30	1	1	999.99995812
34dhbz_e	31	1	1	0.0031665685808
C80aPHA_e	31	1	1	0.040966435371
ca2_e	31	1	1	99.999934415
cbl1_e	31	1	1	0.001
cl_e	31	1	1	999.99993442
co2_e	31	1	1	1.3283092283
cobalt2_e	31	1	1	999.99995628
cu2_e	31	1	1	999.99995628
fe2_e	31	1	1	999.99977207
glycol_e	31	1	1	9.281195591
h2o_e	31	1	1	1001.9669687
h_e	31	1	1	999.93238034
k_e	31	1	1	999.99754004
