cycle	plasticDegradationEstrategy3-dPCA_10	defaultModel-3-consumoSeparado_10
0.0	0.07	0.1
1.0	0.070899688425	0.10126542568
2.0	0.071810940267	0.10281655315
3.0	0.072733904149	0.1043738836
4.0	0.0736687306	0.10596542565
5.0	0.074615572089	0.10757472082
6.0	0.075574583039	0.10921232493
7.0	0.076545919861	0.11087245741
8.0	0.077529740976	0.11255919447
9.0	0.07852620684	0.1142707016
10.0	0.079535479973	0.11600869022
11.0	0.080557724983	0.11777276718
12.0	0.081593108592	0.1195637988
13.0	0.082641799668	0.12138191565
14.0	0.083703969247	0.12322769183
15.0	0.084779790565	0.12510145074
16.0	0.085869439082	0.12700367249
17.0	0.086973092516	0.12893475593
18.0	0.088090930867	0.13089515739
19.0	0.08922313645	0.13288531033
20.0	0.090369893922	0.13490567194
21.0	0.091531390315	0.13695669646
22.0	0.092707815062	0.13903885067
23.0	0.093899360035	0.14115260518
24.0	0.095106219568	0.14329843956
25.0	0.096328590494	0.1454768396
26.0	0.097566672177	0.14768829903
27.0	0.098820666542	0.14993331873
28.0	0.10009077811	0.15221240733
29.0	0.10137721403	0.15452608107
30.0	0.10268018412	0.15687486405
31.0	0.10399990088	0.15925928829
32.0	0.10533657955	0.16167989387
33.0	0.10669043814	0.16413722901
34.0	0.10806169745	0.16663185027
35.0	0.10945058114	0.16916432261
36.0	0.11085731573	0.17173521955
37.0	0.11228213064	0.17434512328
38.0	0.11372525826	0.17699462481
39.0	0.11518693395	0.17968432409
40.0	0.11666739611	0.18241483014
41.0	0.11816688619	0.18518676122
42.0	0.11968564876	0.18800074492
43.0	0.12122393151	0.19085741836
44.0	0.12278198534	0.19375742825
45.0	0.12436006435	0.19670143114
46.0	0.12477363924	0.19753136003
47.0	0.1246488656	0.19947869044
48.0	0.12452421673	0.20007828773
49.0	0.12439969252	0.20205072661
50.0	0.12427529283	0.20184867588
51.0	0.12415101753	0.2016468272
52.0	0.12402686652	0.20363472927
53.0	0.12390283965	0.20470767154
54.0	0.12377893681	0.20588953804
55.0	0.12365515787	0.20689700377
56.0	0.12353150271	0.20816160524
57.0	0.12340797121	0.20903645742
58.0	0.12328456324	0.21047634593
59.0	0.12316127868	0.21109367644
60.0	0.1230381174	0.2128750502
61.0	0.12291507928	0.21301881472
62.0	0.1227921642	0.21511882565
63.0	0.12266937204	0.21514155753
64.0	0.12254670267	0.21726249518
65.0	0.12242415596	0.21737272454
66.0	0.12230173181	0.21951565778
67.0	0.12217943008	0.21943820847
68.0	0.12205725065	0.22160150394
69.0	0.12193519339	0.22169041525
70.0	0.1218132582	0.22387591373
71.0	0.12169144494	0.2236882693
72.0	0.1215697535	0.2258934633
73.0	0.12144818374	0.22596991324
74.0	0.12132673556	0.22818484058
75.0	0.12120540883	0.22914675043
76.0	0.12108420342	0.22907895678
77.0	0.12096311921	0.23133729398
78.0	0.12084215609	0.23110595669
79.0	0.12072131394	0.23087485073
80.0	0.12060059262	0.23315089246
81.0	0.12047999203	0.23310102758
82.0	0.12035951204	0.23531900238
83.0	0.12023915253	0.2351046667
84.0	0.12011891337	0.23742240737
85.0	0.11999879446	0.23718498496
86.0	0.11987879567	0.23694779998
87.0	0.11975891687	0.23928371088
88.0	0.11963915795	0.23904493061
89.0	0.1195195188	0.24134398025
90.0	0.11939999928	0.24110263627
91.0	0.11928059928	0.24086153363
92.0	0.11916131868	0.24318794291
93.0	0.11904215736	0.24294475497
94.0	0.1189231152	0.24270181022
95.0	0.11880419209	0.24499108699
96.0	0.1186853879	0.24477814749
97.0	0.11856670251	0.24694122318
98.0	0.11844813581	0.24686061678
99.0	0.11832968767	0.2488683541
100.0	0.11821135798	0.24894169147
101.0	0.11809314662	0.25078029962
102.0	0.11797505348	0.25101405242
103.0	0.11785707842	0.25268396504
104.0	0.11773922135	0.25307163769
105.0	0.11762148212	0.25458461473
106.0	0.11750386064	0.25511021244
107.0	0.11738635678	0.25648554117
108.0	0.11726897042	0.25712749891
109.0	0.11715170145	0.25838814404
110.0	0.11703454975	0.25912295194
111.0	0.1169175152	0.26029229239
112.0	0.11680059769	0.26109732207
113.0	0.11668379709	0.26219681748
114.0	0.11656711329	0.26305215296
115.0	0.11645054618	0.26410000392
116.0	0.11633409563	0.26498932683
117.0	0.11621776154	0.26599999158
118.0	0.11610154378	0.2669107223
119.0	0.11598544223	0.26789505033
120.0	0.11586945679	0.26881800232
121.0	0.11575358733	0.26978372943
122.0	0.11563783375	0.27071251733
123.0	0.11552219591	0.2716649069
124.0	0.11540667372	0.27259529204
125.0	0.11529126704	0.27353777319
126.0	0.11517597578	0.27446706196
127.0	0.1150607998	0.27540178033
128.0	0.114945739	0.27632833169
129.0	0.11483079326	0.27725658056
130.0	0.11471596247	0.27817943559
131.0	0.11460124651	0.27910196857
132.0	0.11448664526	0.28002059066
133.0	0.11437215861	0.28093783447
134.0	0.11425778645	0.28185193739
135.0	0.11414352867	0.28276412885
136.0	0.11402938514	0.28367356898
137.0	0.11391535575	0.28458083885
138.0	0.1138014404	0.2854855507
139.0	0.11368763896	0.28638797269
140.0	0.11357395132	0.287287932
141.0	0.11346037737	0.28818555023
142.0	0.11334691699	0.28908075376
143.0	0.11323357007	0.28997359754
144.0	0.1131203365	0.2908640524
145.0	0.11300721617	0.29175214382
146.0	0.11289420895	0.29263786203
147.0	0.11278131474	0.29352121983
148.0	0.11266853343	0.29440221566
149.0	0.11255586489	0.29528085703
150.0	0.11244330903	0.29615714575
151.0	0.11233086572	0.29703108719
152.0	0.11221853485	0.2979026845
153.0	0.11210631632	0.2987719422
154.0	0.11199421	0.29963886396
155.0	0.11188221579	0.30050345397
156.0	0.11177033358	0.3013657161
157.0	0.11165856324	0.30222565441
158.0	0.11154690468	0.30308327284
159.0	0.11143535778	0.30393857539
160.0	0.11132392242	0.30479156603
161.0	0.1112125985	0.30564224873
162.0	0.1111013859	0.30649062746
163.0	0.11099028451	0.3073367062
164.0	0.11087929423	0.30818048891
165.0	0.11076841493	0.30902197954
166.0	0.11065764652	0.30986118207
167.0	0.11054698887	0.31069810043
168.0	0.11043644188	0.31153273859
169.0	0.11032600544	0.31236510048
170.0	0.11021567943	0.31319519007
171.0	0.11010546376	0.31402301127
172.0	0.10999535829	0.31484856804
173.0	0.10988536293	0.31567186431
174.0	0.10977547757	0.316492904
175.0	0.10966570209	0.31731169104
176.0	0.10955603639	0.31812822935
177.0	0.10944648035	0.31894252286
178.0	0.10933703387	0.31975457548
179.0	0.10922769684	0.32056439111
180.0	0.10911846914	0.32137197367
181.0	0.10900935067	0.32217732705
182.0	0.10890034132	0.32298045516
183.0	0.10879144098	0.3237813619
184.0	0.10868264954	0.32458005114
185.0	0.10857396689	0.32537652679
186.0	0.10846539292	0.32617079271
187.0	0.10835692753	0.3269628528
188.0	0.1082485706	0.32775271092
189.0	0.10814032203	0.32854037095
190.0	0.10803218171	0.32932583674
191.0	0.10792414953	0.33010911217
192.0	0.10781622538	0.33089020109
193.0	0.10770840915	0.33166910736
194.0	0.10760070075	0.33244583481
195.0	0.10749310004	0.3332203873
196.0	0.10738560694	0.33399276867
197.0	0.10727822134	0.33476298276
198.0	0.10717094312	0.33553103338
199.0	0.10706377217	0.33572099433
200.0	0.1069567084	0.33538527334
201.0	0.10684975169	0.33504988806
202.0	0.10674290194	0.33471483818
203.0	0.10663615904	0.33438012334
204.0	0.10652952288	0.33404574322
205.0	0.10642299336	0.33371169747
206.0	0.10631657036	0.33337798577
207.0	0.10621025379	0.33304460779
208.0	0.10610404354	0.33271156318
209.0	0.1059979395	0.33237885162
210.0	0.10589194156	0.33204647277
211.0	0.10578604962	0.33171442629
212.0	0.10568026357	0.33138271187
213.0	0.1055745833	0.33105132916
214.0	0.10546900872	0.33072027783
215.0	0.10536353971	0.33038955755
216.0	0.10525817617	0.33005916799
217.0	0.10515291799	0.32972910882
218.0	0.10504776508	0.32939937971
219.0	0.10494271731	0.32906998033
220.0	0.10483777459	0.32874091035
221.0	0.10473293682	0.32841216944
222.0	0.10462820388	0.32808375727
223.0	0.10452357568	0.32775567352
224.0	0.1044190521	0.32742791784
225.0	0.10431463305	0.32710048993
226.0	0.10421031842	0.32677338944
227.0	0.1041061081	0.32644661605
228.0	0.10400200199	0.32612016943
229.0	0.10389799999	0.32579404926
230.0	0.10379410199	0.32546825521
231.0	0.10369030789	0.32514278696
232.0	0.10358661758	0.32481764417
233.0	0.10348303096	0.32449282653
234.0	0.10337954793	0.3241683337
235.0	0.10327616838	0.32384416536
236.0	0.10317289221	0.3235203212
237.0	0.10306971932	0.32319680088
238.0	0.1029666496	0.32287360408
239.0	0.10286368295	0.32255073047
240.0	0.10276081927	0.32222817974
241.0	0.10265805845	0.32190595156
242.0	0.10255540039	0.32158404561
243.0	0.10245284499	0.32126246157
244.0	0.10235039215	0.3209411991
245.0	0.10224804176	0.32062025791
246.0	0.10214579371	0.32029963765
247.0	0.10204364792	0.31997933801
248.0	0.10194160427	0.31965935867
249.0	0.10183966267	0.31933969931
250.0	0.101737823	0.31902035961
251.0	0.10163608518	0.31870133925
252.0	0.1015344491	0.31838263791
253.0	0.10143291465	0.31806425528
254.0	0.10133148173	0.31774619102
255.0	0.10123015025	0.31742844483
256.0	0.1011289201	0.31711101639
257.0	0.10102779118	0.31679390537
258.0	0.10092676339	0.31647711146
259.0	0.10082583663	0.31616063435
260.0	0.10072501079	0.31584447372
261.0	0.10062428578	0.31552862924
262.0	0.10052366149	0.31521310062
263.0	0.10042313783	0.31489788751
264.0	0.10032271469	0.31458298963
265.0	0.10022239198	0.31426840664
266.0	0.10012216959	0.31395413823
267.0	0.10002204742	0.31364018409
268.0	0.09992202537	0.31332654391
269.0	0.099822103345	0.31301321736
270.0	0.099722281241	0.31270020415
271.0	0.09962255896	0.31238750394
272.0	0.099522936401	0.31207511644
273.0	0.099423413465	0.31176304132
274.0	0.099323990051	0.31145127828
275.0	0.099224666061	0.311139827
276.0	0.099125441395	0.31082868718
277.0	0.099026315954	0.31051785849
278.0	0.098927289638	0.31020734063
279.0	0.098828362348	0.30989713329
280.0	0.098729533986	0.30958723616
281.0	0.098630804452	0.30927764892
282.0	0.098532173647	0.30896837127
283.0	0.098433641474	0.3086594029
284.0	0.098335207832	0.3083507435
285.0	0.098236872624	0.30804239275
286.0	0.098138635752	0.30773435036
287.0	0.098040497116	0.30742661601
288.0	0.097942456619	0.30711918939
289.0	0.097844514162	0.30681207021
290.0	0.097746669648	0.30650525814
291.0	0.097648922978	0.30619875288
292.0	0.097551274055	0.30589255412
293.0	0.097453722781	0.30558666157
294.0	0.097356269059	0.30528107491
295.0	0.09725891279	0.30497579383
296.0	0.097161653877	0.30467081804
297.0	0.097064492223	0.30436614722
298.0	0.096967427731	0.30406178107
299.0	0.096870460303	0.30375771929
300.0	0.096773589843	0.30345396157
301.0	0.096676816253	0.30315050761
302.0	0.096580139437	0.3028473571
303.0	0.096483559297	0.30254450975
304.0	0.096387075738	0.30224196524
305.0	0.096290688662	0.30193972327
306.0	0.096194397973	0.30163778355
307.0	0.096098203575	0.30133614577
308.0	0.096002105372	0.30103480962
309.0	0.095906103267	0.30073377481
310.0	0.095810197163	0.30043304104
311.0	0.095714386966	0.30013260799
312.0	0.095618672579	0.29983247539
313.0	0.095523053907	0.29953264291
314.0	0.095427530853	0.29923311027
315.0	0.095332103322	0.29893387716
316.0	0.095236771218	0.29863494328
317.0	0.095141534447	0.29833630834
318.0	0.095046392913	0.29803797203
319.0	0.09495134652	0.29773993406
320.0	0.094856395173	0.29744219412
321.0	0.094761538778	0.29714475193
322.0	0.094666777239	0.29684760718
