cycle	plasticDegradationEstrategy3-dPCA_10	defaultModel-3-consumoSeparado_10
0.0	0.08	0.08
1.0	0.081028215342	0.081012340541
2.0	0.082069646019	0.082268309773
3.0	0.083124461884	0.083463811191
4.0	0.084192834972	0.084756485412
5.0	0.08527493953	0.085869707701
6.0	0.086370952044	0.08720098279
7.0	0.087481051269	0.08840917289
8.0	0.088605418258	0.089779818402
9.0	0.089744236389	0.090957664187
10.0	0.090897691398	0.092367820059
11.0	0.092065971409	0.093618666047
12.0	0.093249266962	0.095070076577
13.0	0.094447771049	0.096320720622
14.0	0.09566167914	0.097814022269
15.0	0.096891189217	0.099135419874
16.0	0.098136501808	0.10067235902
17.0	0.099397820018	0.10198402384
18.0	0.10067534956	0.10356512612
19.0	0.1019692988	0.10496139019
20.0	0.10327987877	0.10658865186
21.0	0.10460730322	0.10797402009
22.0	0.10595178864	0.10964798786
23.0	0.10731355433	0.1111043925
24.0	0.10869282236	0.11282689179
25.0	0.11008981771	0.11429230603
26.0	0.1115047682	0.11606422892
27.0	0.11293790462	0.11760022382
28.0	0.1143894607	0.11942343078
29.0	0.11585967318	0.12096825011
30.0	0.11734878185	0.12284367303
31.0	0.11885702957	0.12445400349
32.0	0.12038466234	0.12638346755
33.0	0.1219319293	0.12801552078
34.0	0.1234990828	0.13000020058
35.0	0.12508637845	0.13169081627
36.0	0.12669407512	0.13373247576
37.0	0.12832243502	0.13545838454
38.0	0.12997172372	0.13755845426
39.0	0.13164221023	0.13933325234
40.0	0.13333416698	0.1414933958
41.0	0.13504786993	0.14353796504
42.0	0.13678359858	0.14574451521
43.0	0.13854163601	0.14795524109
44.0	0.14032226896	0.15023007994
45.0	0.14212578783	0.15250825815
46.0	0.14395248677	0.15485320172
47.0	0.14580266372	0.15720119254
48.0	0.14767662042	0.15961808059
49.0	0.1495746625	0.16203834037
50.0	0.15149709954	0.16452905357
51.0	0.15344424506	0.16702412021
52.0	0.15329080082	0.16867070002
53.0	0.15313751002	0.17033351236
54.0	0.15298437251	0.17201271726
55.0	0.15283138813	0.17311549008
56.0	0.15267855674	0.17482212066
57.0	0.15252587819	0.17654557577
58.0	0.15237335231	0.1767269973
59.0	0.15222097896	0.17846923132
60.0	0.15206875798	0.18022864088
61.0	0.15191668922	0.18200539528
62.0	0.15176477253	0.18379966552
63.0	0.15161300776	0.18434354577
64.0	0.15146139475	0.18616086629
65.0	0.15130993336	0.18799610256
66.0	0.15115862342	0.18927724262
67.0	0.1510074648	0.19114320118
68.0	0.15085645733	0.19107319272
69.0	0.15070560088	0.19295685635
70.0	0.15055489528	0.19485908977
71.0	0.15040434038	0.19678007605
72.0	0.15025393604	0.19709489904
73.0	0.1501036821	0.19903792667
74.0	0.14995357842	0.20100010933
75.0	0.14980362484	0.20143854685
76.0	0.14965382122	0.20342439562
77.0	0.1495041674	0.20534709159
78.0	0.14935466323	0.20530994514
79.0	0.14920530857	0.20733395946
80.0	0.14905610326	0.20937792718
81.0	0.14890704716	0.20991454009
82.0	0.14875814011	0.21198394805
83.0	0.14860938197	0.2130840886
84.0	0.14846077259	0.21510855123
85.0	0.14831231181	0.21500670052
86.0	0.1481639995	0.2171263087
87.0	0.1480158355	0.21926681269
88.0	0.14786781967	0.2190624695
89.0	0.14771995185	0.22122206081
90.0	0.1475722319	0.22336323852
91.0	0.14742465966	0.2231575677
92.0	0.147277235	0.22535752986
93.0	0.14712995777	0.22722972248
94.0	0.14698282781	0.2275888399
95.0	0.14683584498	0.22983248703
96.0	0.14668900914	0.23042892996
97.0	0.14654232013	0.23270057566
98.0	0.14639577781	0.23276826246
99.0	0.14624938203	0.23506297008
100.0	0.14610313265	0.2359308929
101.0	0.14595702952	0.23799958242
102.0	0.14581107249	0.23810897648
103.0	0.14566526141	0.24045633465
104.0	0.14551959615	0.24102494441
105.0	0.14537407656	0.24340104917
106.0	0.14522870248	0.24316294517
107.0	0.14508347378	0.24556012705
108.0	0.1449383903	0.24643447729
109.0	0.14479345191	0.24833977609
110.0	0.14464865846	0.24876351862
111.0	0.1445040098	0.25121591283
112.0	0.14435950579	0.25096469692
113.0	0.14421514629	0.25071373222
114.0	0.14407093114	0.2531853523
115.0	0.14392686021	0.25384131568
116.0	0.14378293335	0.25593680761
117.0	0.14363915042	0.25613813226
118.0	0.14349551127	0.25866322789
119.0	0.14335201576	0.25845216473
120.0	0.14320866374	0.26100007287
121.0	0.14306545508	0.26122410893
122.0	0.14292238962	0.26374157853
