cycle	plasticDegradationEstrategy3-dPCA_10	defaultModel-3-consumoSeparado_10
0.0	0.1	0.15
1.0	0.10128526918	0.15189813851
2.0	0.10258705752	0.15422163185
3.0	0.10390557736	0.15655810232
4.0	0.10524104371	0.15894259589
5.0	0.10659367441	0.16135621878
6.0	0.10796369006	0.16381042019
7.0	0.10935131409	0.16629966183
8.0	0.11075677282	0.1688279019
9.0	0.11218029549	0.17139382932
10.0	0.11362211425	0.173999067
11.0	0.11508246426	0.17664363104
12.0	0.1165615837	0.17932843554
13.0	0.11805971381	0.18205391615
14.0	0.11957709892	0.18482078412
15.0	0.12111398652	0.18762961498
16.0	0.12267062726	0.19048107245
17.0	0.12424727502	0.19337578733
18.0	0.12584418695	0.1963144231
19.0	0.1274616235	0.19929764086
20.0	0.12909984846	0.20232611838
21.0	0.13075912902	0.20540054013
22.0	0.1324397358	0.2085216028
23.0	0.13414194291	0.21169001267
24.0	0.13586602795	0.21490648719
25.0	0.13761227213	0.21817175441
26.0	0.13938096025	0.22148655356
27.0	0.14117238077	0.22485163494
28.0	0.14298682587	0.22826776027
29.0	0.14482459147	0.23173570277
30.0	0.14668597731	0.23525624738
31.0	0.14857128696	0.23883019088
32.0	0.15048082792	0.24245834213
33.0	0.15241491162	0.24614152225
34.0	0.153810384	0.24774265686
35.0	0.15365657362	0.25018498707
36.0	0.15350291704	0.25076295415
37.0	0.15334941413	0.25323505948
38.0	0.15319606471	0.25310950509
39.0	0.15304286865	0.2556047435
40.0	0.15288982578	0.25646584741
41.0	0.15273693595	0.2585991207
42.0	0.15258419902	0.2588457938
43.0	0.15243161482	0.26139758246
44.0	0.1522791832	0.26149106743
45.0	0.15212690402	0.26406893409
46.0	0.15197477712	0.26428247414
47.0	0.15182280234	0.26688785943
48.0	0.15167097954	0.2668428459
49.0	0.15151930856	0.26947347219
50.0	0.15136778925	0.26968061883
51.0	0.15121642146	0.27233922084
52.0	0.15106520504	0.27212928454
53.0	0.15091413983	0.27481202632
54.0	0.15076322569	0.27503947502
55.0	0.15061246247	0.27770614231
