biomass1,biomass2,gly1,gly2,fitness
0.1,0.1,10,-10,3.33739
0.044403501058681,0.036596477417536,2.51159470467173,-14.044025991792,3.33739
0.06347634297121,0.012598272409707,3.23918740024341,-7.16762033948308,3.34019
0.038262082863756,0.059824277708098,10.1989140940688,-13.5882158668019,3.34678
0.060671783513752,0.07895427150307,3.18845850246834,-10.9266607219807,3.33487
0.049964735329579,0.038031388672438,7.60203335219597,-16.496486736131,3.33816
0.09243569612731,0.092274252218838,4.45337598495443,-11.3156456293427,3.34618
0.026330393669068,0.072582065138456,7.32246644964429,-18.5387362959925,3.34428
0.096662663476142,0.084078760911813,11.9781758590394,-10.8674401217786,3.3462
0.013743173777429,0.066683396426499,15.2222670870227,-2.21184513979871,2.25201
0.063523137729196,0.0966194964064,12.4923501399809,-7.69831248920728,3.33349
0.038401983596349,0.021876732309808,17.4100477724656,-15.2304897985646,3.34229
0.02765714321575,0.086361894183197,4.60839550382691,-5.51128039159619,3.36503
0.048858873038624,0.063671762920303,11.2107479952647,-13.4378687958199,3.34876
0.030319317143444,0.01898509025494,14.6083095783073,-4.85480638237482,3.34805
0.077250867835129,0.0553701500275,11.0070055740651,-2.66246608426612,3.35859
0.031770505578937,0.089883541429413,3.3055559548587,-4.7118922199835,3.33725
0.070520055316968,0.078815426996695,5.8650791190223,-7.36294668074297,3.33614
0.033091813818021,0.081676885996788,5.5798309081775,-5.22254421381215,3.34277
0.091795758163753,0.013832272927498,10.4512807732499,-4.22430100187437,3.34014
0.029311784771114,0.055243819643424,7.70578375376483,-5.00604520879206,3.33199
0.038390676209506,0.038836706966324,10.8482684940524,-1.11341735792887,3.33607
0.024262750230462,0.055449351583017,11.0070055740651,-2.66246608426612,3.34819
0.085270975171783,0.024265385749116,2.75888336026026,-18.73831542797,3.34009
0.024382360457387,0.094692335537309,11.3808291111699,-6.41062645419953,3.32453
0.096024023030494,0.053208820198973,15.5484045994304,-19.6403372652817,3.34012
0.024419598109013,0.087869816751197,14.5259855435842,-2.49228663237249,3.36398
0.031644870094706,0.056002328858315,4.941667840977,-5.21890624660205,3.33246
0.024347828629794,0.08434908102828,12.9787586553563,-4.5529438230874,3.32619
