ID	PHA	biomass1	biomass2	gly1	gly2	PHA
exec216	15.116059264	0.001574013719691	0.199990295209316	0.008968731585416	-2.39912522142045	HIGH
exec180	8.8716747343	0.000926825430592	0.199990295209316	0.024855930574275	-0.027122080305446	HIGH
exec136	7.9808759664	0.000278580988862	0.199981525648418	4.18473729844791	-4.79243487304576	HIGH
exec63	7.9788492198	0.000158888767871	0.199995915953456	10.8321825221706	-12.7754673624773	HIGH
exec64	7.9788492198	0.000158888767871	0.199995915953456	10.9109834225042	-12.9180467329665	HIGH
exec62	7.9788482248	0.000158888767871	0.199995915953456	10.8140401312216	-12.7754673624773	HIGH
exec65	7.9788482248	0.000158888767871	0.199995915953456	10.9853946514288	-12.9418057479175	HIGH
exec10	7.9559078281	0.000154923289231	0.199995915953456	9.92873572019178	-19.988138707249	HIGH
exec11	7.9559068195	0.000154923289231	0.199995915953456	10.9623531193163	-19.9882815587868	HIGH
exec12	7.9559068195	0.000154923289231	0.199995915953456	11.0529446603765	-18.1551588833397	HIGH
exec13	7.9559068195	0.000154923289231	0.199995915953456	12.164511401257	-19.9889116904351	HIGH
exec17	7.9398333763	0.000155388566328	0.199999699092472	10.7515655466594	-13.2539708020608	HIGH
exec32	7.9374469786	0.000157697109561	0.199999699092472	10.8419726127657	-13.4780589090838	HIGH
exec34	7.9374469786	0.000157697109561	0.199999699092472	10.8480297720654	-13.4875912505874	HIGH
exec37	7.9374469786	0.000157697109561	0.199999699092472	10.9147267064935	-13.1615336545635	HIGH
exec38	7.9374469786	0.000157697109561	0.199999699092472	10.9147267064935	-13.2942924493762	HIGH
exec39	7.9374469786	0.000157697109561	0.199999699092472	10.9147267064935	-13.263637932438	HIGH
exec41	7.9374469786	0.000157697109561	0.199999699092472	10.9382590831645	-13.1407754551951	HIGH
exec43	7.9374469786	0.000157697109561	0.199999699092472	10.9442352237204	-13.1280009182956	HIGH
exec44	7.9374469786	0.000157697109561	0.199999699092472	10.9459291031248	-13.3056292839231	HIGH
exec46	7.9374469786	0.000157697109561	0.199999699092472	10.9606871333607	-12.9966314675923	HIGH
exec47	7.9374469786	0.000157697109561	0.199999699092472	10.9668168279894	-13.0281269658027	HIGH
exec33	7.9374459829	0.000157697109561	0.199999699092472	10.8419726127657	-13.5934871525149	HIGH
exec35	7.9374459829	0.000157697109561	0.199999699092472	10.8937146774176	-13.2294794207422	HIGH
exec36	7.9374459829	0.000157697109561	0.199999699092472	10.9078816807627	-13.1373276217233	HIGH
exec40	7.9374459829	0.000157697109561	0.199999699092472	10.9147267064935	-13.1689066209016	HIGH
exec42	7.9374459829	0.000157697109561	0.199999699092472	10.9383444351011	-13.3612971569616	HIGH
exec45	7.9374459829	0.000157697109561	0.199999699092472	10.9516373805073	-13.2138039343705	HIGH
exec48	7.9374459829	0.000157697109561	0.199999699092472	10.9752283383497	-13.0423123041165	HIGH
exec49	7.9374459829	0.000157697109561	0.199999699092472	10.9813465226186	-13.055767765863	HIGH
exec24	7.9373977504	0.000157697109561	0.199997605286302	10.7744752314787	-12.995925812743	HIGH
exec25	7.9373977504	0.000157697109561	0.199997605286302	10.8472157484354	-12.7879392326102	HIGH
exec26	7.9373977504	0.000157697109561	0.199997605286302	10.8653786160652	-13.2026005450623	HIGH
exec27	7.9373977504	0.000157697109561	0.199997605286302	10.8653786160652	-13.0975844172084	HIGH
exec29	7.9373977504	0.000157697109561	0.199997605286302	10.9025883805814	-13.3863494394784	HIGH
exec30	7.9373977504	0.000157697109561	0.199997605286302	10.9039995147269	-13.2909968961884	HIGH
exec31	7.9373977504	0.000157697109561	0.199997605286302	10.9419655918527	-13.3469858793623	HIGH
exec28	7.9373967546	0.000157697109561	0.199997605286302	10.8875175683357	-13.1570564800444	HIGH
exec19	7.9373580319	0.000157697109561	0.199995915953456	10.7019163831153	-12.9592988209209	HIGH
exec20	7.9373580319	0.000157697109561	0.199995915953456	10.8137529907721	-12.5259689109333	HIGH
exec21	7.9373580319	0.000157697109561	0.199995915953456	10.8137529907721	-12.6997001868866	HIGH
exec23	7.9373580319	0.000157697109561	0.199995915953456	10.866205974944	-12.8155385086928	HIGH
exec22	7.937357036	0.000157697109561	0.199995915953456	10.8240862725414	-12.7768172300917	HIGH
exec14	7.9358298292	0.00015504311206	0.199995915953456	8.5820594218444	-12.4332206828684	HIGH
exec15	7.9358288156	0.00015504311206	0.199995915953456	9.84969613370779	-12.0974261735459	HIGH
exec16	7.9358288156	0.00015504311206	0.199995915953456	10.0271749955392	-13.6756704000527	HIGH
exec67	7.9321346672	0.000159786724141	0.199995915953456	10.8480218338796	-12.8131654181336	HIGH
exec68	7.9321346672	0.000159786724141	0.199995915953456	10.9717655270661	-12.9455506094374	HIGH
exec66	7.9321336743	0.000159786724141	0.199995915953456	10.7277279540143	-12.8381726876171	HIGH
exec71	7.92184697	0.000166764230028	0.199995915953456	8.25948869792099	-10.3803725286984	HIGH
exec8	7.9218365034	0.000124149168117	0.199995915953456	10.3971733792434	-13.3887441435635	HIGH
exec18	7.9200292679	0.000156184971111	0.199990295209316	18.0756894436592	-13.914691603574	HIGH
exec61	7.9200047183	0.000158706375068	0.199998437875162	10.8836561301448	-12.6217513281569	HIGH
exec56	7.9199466439	0.000158706375068	0.199995915953456	10.8452160076105	-12.8842826261855	HIGH
exec57	7.9199466439	0.000158706375068	0.199995915953456	10.8519376474968	-12.8039402715326	HIGH
exec55	7.9199456545	0.000158706375068	0.199995915953456	10.8253783996723	-12.7926016312438	HIGH
exec58	7.9199456545	0.000158706375068	0.199995915953456	10.8536431034562	-13.0809069836601	HIGH
exec59	7.9199456545	0.000158706375068	0.199995915953456	10.9009828461466	-12.7212109715844	HIGH
exec60	7.9199456545	0.000158706375068	0.199995915953456	11.05980614699	-13.0873153179753	HIGH
exec50	7.9146757654	0.00015797768495	0.199995915953456	9.58776269208962	-12.6947028420559	HIGH
exec51	7.9146757654	0.00015797768495	0.199995915953456	10.1138151407115	-13.2615779853946	HIGH
exec53	7.9146757654	0.00015797768495	0.199995915953456	10.5844883465621	-11.5911430005861	HIGH
exec52	7.9146747336	0.00015797768495	0.199995915953456	10.5109267639398	-8.77543442813182	HIGH
exec54	7.9146747336	0.00015797768495	0.199995915953456	11.8176241825994	-7.08219568938578	HIGH
exec69	7.9133771208	0.000160685410866	0.199995915953456	11.7779614917868	-10.1350609625532	HIGH
exec93	7.9103561255	0.000181693990899	0.199990295209316	9.6648045541175	-19.9968438928484	HIGH
